prefecture	term	covered	source_count	categories	example
熊本県	神幸行事	no	1	風俗慣習	八代妙見祭の神幸行事
熊本県	岩戸神楽	yes	2	民俗芸能	中江の岩戸神楽
熊本県	松囃子	yes	2	民俗芸能	菊池の松囃子
熊本県	球磨神楽	yes	2	民俗芸能	球磨神楽
熊本県	野原八幡宮風流	yes	2	民俗芸能	野原八幡宮風流
熊本県	盆踊	yes	1	民俗芸能	植柳の盆踊
熊本県	長野岩戸神楽	yes	1	民俗芸能	長野岩戸神楽
石川県	でくまわし	no	2	民俗芸能	尾口のでくまわし
石川県	かんこ踊	no	1	民俗芸能	白峰のかんこ踊
石川県	アマメハギ	no	1	風俗慣習	能登のアマメハギ
石川県	ゴンガン	no	1	風俗慣習	大聖寺のゴンガン
石川県	加賀万才	no	1	民俗芸能	加賀万才
石川県	枠旗行事	no	1	風俗慣習	熊甲二十日祭の枠旗行事
石川県	イドリ祭り	yes	1	風俗慣習	鵜川菅原神社のイドリ祭り
石川県	キリコ祭り	yes	1	風俗慣習	能登のキリコ祭り
石川県	曳山行事	yes	1	風俗慣習	青柏祭の曳山行事
神奈川県	チャッキラコ	no	2	民俗芸能	チャッキラコ
神奈川県	相模人形芝居	no	2	民俗芸能	相模人形芝居
神奈川県	お峯入り	no	1	民俗芸能	お峯入り
神奈川県	お峰入り	no	1	民俗芸能	山北のお峰入り
神奈川県	オショロ流し	no	1	風俗慣習	三戸のオショロ流し
神奈川県	七夕行事	no	1	風俗慣習	大磯の七夕行事
神奈川県	左義長	no	1	風俗慣習	大磯の左義長
神奈川県	虎踊	no	1	民俗芸能	横須賀の虎踊
神奈川県	鹿島踊	no	1	民俗芸能	吉浜の鹿島踊
神奈川県	湯立獅子舞	yes	2	民俗芸能	箱根の湯立獅子舞
神奈川県	船祭り	yes	1	風俗慣習	貴船神社の船祭り
神奈川県	足柄ささら踊	yes	1	民俗芸能	足柄ささら踊
福井県	仏舞	no	2	民俗芸能	糸崎の仏舞
福井県	オイケモノ	no	1	風俗慣習	加茂神社のオイケモノ
福井県	六斎念仏	no	1	民俗芸能	上中の六斎念仏
福井県	和久里壬生狂言	no	1	民俗芸能	和久里壬生狂言
福井県	戸祝いとキツネガリ	no	1	風俗慣習	福井の戸祝いとキツネガリ
福井県	睦月神事	no	1	民俗芸能	睦月神事
福井県	神事	no	1	民俗芸能	国山の神事
福井県	神事能	no	1	民俗芸能	若狭能倉座の神事能
福井県	神事芸能	no	1	民俗芸能	宇波西神社の神事芸能
福井県	綱引き	no	1	風俗慣習	敦賀西町の綱引き
福井県	綱引き行事	no	1	風俗慣習	日向の綱引き行事
福井県	能舞	no	1	民俗芸能	水海の田楽・能舞
福井県	蓬莱祀	no	1	風俗慣習	粟田部の蓬莱祀
福井県	越前万歳	no	1	民俗芸能	越前万歳
福井県	野大坪万歳	no	1	民俗芸能	野大坪万歳
福井県	田楽	yes	1	民俗芸能	水海の田楽・能舞
福井県	田楽能舞	yes	1	民俗芸能	水海の田楽能舞
福岡県	幸若舞	no	2	民俗芸能	幸若舞
福岡県	感応楽	no	2	民俗芸能	感応楽
福岡県	松会	no	2	風俗慣習	等覚寺の松会
福岡県	はんや舞	no	1	民俗芸能	はんや舞
福岡県	八朔行事	no	1	風俗慣習	芦屋の八朔行事
福岡県	博多山笠行事	no	1	風俗慣習	博多山笠行事
福岡県	博多祇園山笠行事	no	1	風俗慣習	博多祇園山笠行事
福岡県	宮座行事	no	1	風俗慣習	筑前朝倉の宮座行事
福岡県	戸畑祇園大山笠行事	no	1	風俗慣習	戸畑祇園大山笠行事
福岡県	燈篭人形	no	1	民俗芸能	八女福島の燈篭人形
福岡県	神相撲	no	1	民俗芸能	細男舞・神相撲
福岡県	細男舞	no	1	民俗芸能	細男舞・神相撲
福岡県	舞と相撲	no	1	民俗芸能	八幡古表神社の傀儡子の舞と相撲
福岡県	鬼夜	no	1	風俗慣習	大善寺玉垂宮の鬼夜
福岡県	黒崎祇󠄀園山笠行事	no	1	風俗慣習	黒崎祇󠄀園山笠行事
福岡県	小倉祇園太鼓	yes	2	民俗芸能	小倉祇園祭の小倉祇園太鼓
福岡県	博多松ばやし	yes	1	民俗芸能	博多松ばやし
福岡県	博多松囃子	yes	1	民俗芸能	博多松囃子
福岡県	灯籠人形	yes	1	民俗芸能	八女の灯籠人形
福岡県	盆綱	yes	1	風俗慣習	北部九州の盆綱
福岡県	豊前神楽	yes	1	民俗芸能	豊前神楽
福島県	御田植	no	3	民俗芸能	都々古別神社の御田植
福島県	お浜下り	no	2	風俗慣習	浜通りのお浜下り
福島県	七福神と田植踊	no	2	民俗芸能	石井の七福神と田植踊
福島県	おとうや行事	no	1	風俗慣習	田島祇園祭のおとうや行事
福島県	さんじもさ踊	no	1	民俗芸能	関辺のさんじもさ踊
福島県	サイノカミ	no	1	風俗慣習	三島のサイノカミ
福島県	古寺山自奉楽	no	1	民俗芸能	古寺山自奉楽
福島県	天道念仏踊	no	1	民俗芸能	上羽太の天道念仏踊
福島県	念仏踊	no	1	民俗芸能	南須釜の念仏踊
福島県	田植踊	no	1	民俗芸能	津島の田植踊
福島県	相馬野馬追	no	1	風俗慣習	相馬野馬追
福島県	磐城	no	1	風俗慣習	磐城・岩代のミコサマの習俗
福島県	羽山ごもり	no	1	風俗慣習	金沢の羽山ごもり
福島県	三匹獅子舞	yes	1	民俗芸能	小浜長折の三匹獅子舞
福島県	御田植祭	yes	1	風俗慣習	会津の御田植祭
福島県	田楽と獅子舞	yes	1	民俗芸能	御宝殿の田楽と獅子舞
福島県	稚児田楽	yes	1	民俗芸能	御宝殿の稚児田楽・風流
福島県	舟引き祭り	yes	1	風俗慣習	磐梯神社の舟引き祭り
福島県	風流	yes	1	民俗芸能	御宝殿の稚児田楽・風流
秋田県	チョウクライロ舞	no	2	民俗芸能	小滝のチョウクライロ舞
秋田県	大日堂舞楽	no	2	民俗芸能	大日堂舞楽
秋田県	根子番楽	no	2	民俗芸能	根子番楽
秋田県	やま行事	no	1	風俗慣習	角館祭りのやま行事
秋田県	カマクラ行事	no	1	風俗慣習	六郷のカマクラ行事
秋田県	カンデッコあげ行事	no	1	風俗慣習	中里のカンデッコあげ行事
秋田県	トウニン（統人）行事	no	1	風俗慣習	東湖八坂神社のトウニン（統人）行事
秋田県	ナゴメハギ	no	1	風俗慣習	能代のナゴメハギ
秋田県	ナマハゲ	no	1	風俗慣習	男鹿のナマハゲ
秋田県	大綱引き	no	1	風俗慣習	刈和野の大綱引き
秋田県	小正月行事	no	1	風俗慣習	上郷の小正月行事
秋田県	本海番楽	no	1	民俗芸能	本海番楽
秋田県	沼入り梵天行事	no	1	風俗慣習	荒処の沼入り梵天行事
秋田県	猿倉人形芝居	no	1	民俗芸能	猿倉人形芝居
秋田県	盆小屋行事	no	1	風俗慣習	象潟の盆小屋行事
秋田県	秋田万歳	no	1	民俗芸能	秋田万歳
秋田県	竿灯	no	1	風俗慣習	秋田の竿灯
秋田県	盆踊	yes	4	民俗芸能	毛馬内の盆踊
秋田県	霜月神楽	yes	2	民俗芸能	保呂羽山の霜月神楽
秋田県	おやま囃子	yes	1	民俗芸能	おやま囃子
秋田県	万灯火	yes	1	風俗慣習	阿仁地方の万灯火
秋田県	大太鼓	yes	1	民俗芸能	綴子の大太鼓
秋田県	屋台行事	yes	1	風俗慣習	花輪祭の屋台行事
秋田県	曳山行事	yes	1	風俗慣習	土崎神明社祭の曳山行事
秋田県	本海獅子舞番楽	yes	1	民俗芸能	本海獅子舞番楽
秋田県	獅子舞番楽	yes	1	民俗芸能	鳥海山北麓の獅子舞番楽
群馬県	おひながゆ	no	1	風俗慣習	乙父のおひながゆ
群馬県	お茶講	no	1	風俗慣習	上州白久保のお茶講
群馬県	尻高人形	no	1	民俗芸能	尻高人形
群馬県	式三番	no	1	民俗芸能	下長磯の式三番
群馬県	操作	no	1	風俗慣習	上三原田の歌舞伎舞台の装置・操作
群馬県	火とぼし	no	1	風俗慣習	大日向の火とぼし
群馬県	燈篭人形	no	1	民俗芸能	安中中宿の燈篭人形
群馬県	装置	no	1	風俗慣習	上三原田の歌舞伎舞台の装置・操作
群馬県	鹿占習俗	no	1	風俗慣習	貫前神社の鹿占習俗
群馬県	水神祭	yes	1	風俗慣習	五料の水神祭
群馬県	猿祭	yes	1	風俗慣習	片品の猿祭
群馬県	猿追い祭	yes	1	風俗慣習	片品の猿追い祭
茨城県	撞舞	no	3	民俗芸能|無形民俗|無形民俗文化財	龍ヶ崎の撞舞
茨城県	中田植	no	2	無形民俗文化財	中田植(御田植祭)
茨城県	柿岡からくり人形	no	2	無形民俗|無形民俗文化財	柿岡からくり人形
茨城県	ひょっとこ	no	1	無形民俗文化財	君島のひょっとこ
茨城県	みたま踊	no	1	民俗芸能	真家のみたま踊
茨城県	みろく	no	1	民俗芸能	大串のささらと大野のみろく
茨城県	オシンメサマ	no	1	無形民俗文化財	オシンメサマ
茨城県	元町みろく	no	1	無形民俗文化財	元町みろく（もとまちみろく）
茨城県	元町みろく保存会	no	1	無形民俗文化財	元町みろく保存会
茨城県	六町目獅子	no	1	無形民俗文化財	六町目獅子（ろくちょうめしし）
茨城県	利根地固め唄	no	1	無形民俗文化財	利根地固め唄
茨城県	利根地固め唄保存会	no	1	無形民俗文化財	利根地固め唄保存会
茨城県	君島ひょっとこ	no	1	民俗文化財	君島ひょっとこ
茨城県	四郎介稲荷神社保存会	no	1	無形民俗文化財	四郎介稲荷神社保存会
茨城県	大人形	no	1	無形民俗	代田の大人形 （通称：ダイダラボッチ）
茨城県	大根むき花	no	1	無形民俗文化財	大根むき花
茨城県	大生神社巫女舞神事	no	1	無形民俗	大生神社巫女舞神事
茨城県	大町はやし	no	1	無形民俗	大町はやし
茨城県	寺内	no	1	無形民俗文化財	結城ぎおんばやし(本田・寺内)
茨城県	常盤連	no	1	無形民俗	常盤連（ひょっとこ）
茨城県	常行三昧会	no	1	無形民俗文化財	常行三昧会
茨城県	平方はやし	no	1	無形民俗	平方はやし
茨城県	広浦あんばさま	no	1	無形民俗文化財	広浦あんばさま
茨城県	延方相撲	no	1	無形民俗	延方相撲
茨城県	杖術	no	1	無形民俗文化財	平磯の杖術（ひらいそのじょうじゅつ）
茨城県	柳沢水車場跡保存会	no	1	無形民俗文化財	柳沢水車場跡保存会
茨城県	潮来節	no	1	無形民俗	潮来節
茨城県	無比無敵流杖術保存会	no	1	無形民俗文化財	無比無敵流杖術保存会
茨城県	獅子	no	1	無形民俗	常陸國總社宮祭礼の獅子・山車・ささら行事
茨城県	獅子とみろく	no	1	民俗芸能	那珂湊の獅子とみろく
茨城県	舘獅子	no	1	無形民俗文化財	舘獅子
茨城県	船甚句	no	1	無形民俗文化財	船甚句（ふなじんく）
茨城県	辻集落火渉	no	1	無形民俗	辻集落火渉
茨城県	那珂湊伝承芸能保存会	no	1	無形民俗文化財	那珂湊伝承芸能保存会
茨城県	酒盛り唄	no	1	民俗文化財	酒盛り唄
茨城県	飯田隆司	no	1	無形民俗文化財	飯田隆司
茨城県	高灯籍	no	1	無形民俗	村岡の高灯籍
茨城県	鹿島みろく	no	1	民俗芸能	鹿島みろく
茨城県	黒田	no	1	無形民俗文化財	結城ぎおんばやし(古新田・黒田)
茨城県	ささら	yes	6	無形民俗|無形民俗文化財	下君田のささら
茨城県	結城ぎおんばやし	yes	6	無形民俗文化財	結城ぎおんばやし(古新田・黒田)
茨城県	綱火	yes	4	民俗芸能|無形民俗文化財|重要無形民俗文化財	綱火
茨城県	日立風流物	yes	3	重要無形民俗文化財|風俗慣習	日立風流物
茨城県	獅子舞	yes	3	無形民俗文化財	長ノ入の獅子舞（馬鹿囃子）
茨城県	あんば囃子	yes	2	民俗芸能|無形民俗	あんば囃子
茨城県	からかさ万灯	yes	2	無形民俗文化財|風俗慣習	大畑のからかさ万灯
茨城県	小栗内外大神宮太々神楽	yes	2	無形民俗|無形民俗文化財	小栗内外大神宮太々神楽
茨城県	御船祭	yes	2	無形民俗文化財|風俗慣習	常陸大津の御船祭
茨城県	おまつり「ささら	yes	1	無形民俗文化財	石岡のおまつり「ささら」
茨城県	お船祭	yes	1	風俗慣習	常陸大津のお船祭
茨城県	ささら行事	yes	1	無形民俗	常陸國總社宮祭礼の獅子・山車・ささら行事
茨城県	とんだやばやし	yes	1	無形民俗文化財	とんだやばやし（神田囃子）
茨城県	どぶろく祭	yes	1	無形民俗文化財	どぶろく祭
茨城県	みろく踊り	yes	1	無形民俗	みろく踊り
茨城県	三和祇園ばやし	yes	1	無形民俗文化財	三和祇園ばやし
茨城県	上山川諏訪神社太々神楽	yes	1	無形民俗文化財	上山川諏訪神社太々神楽
茨城県	上戸獅子舞	yes	1	無形民俗	上戸獅子舞
茨城県	下馬場ばやし	yes	1	無形民俗	下馬場ばやし
茨城県	中田永代太々神楽	yes	1	無形民俗文化財	中田永代太々神楽
茨城県	井草大杉囃子	yes	1	無形民俗文化	井草大杉囃子
茨城県	佐和秋葉神社火祭り保存会	yes	1	無形民俗文化財	佐和秋葉神社火祭り保存会
茨城県	八坂神社祇園祭	yes	1	無形民俗文化財	八坂神社祇園祭
茨城県	内守谷本郷馬鹿囃子	yes	1	無形民俗文化財	内守谷本郷馬鹿囃子
茨城県	古内大杉ばやし	yes	1	無形民俗文化財	古内大杉ばやし
茨城県	囃子保存会	yes	1	無形民俗文化財	那珂湊屋台の囃子保存会
茨城県	堅倉ばやし	yes	1	無形民俗	堅倉ばやし
茨城県	大助ばやし	yes	1	無形民俗	大助ばやし
茨城県	大宝八幡宮十二座神楽	yes	1	無形民俗	大宝八幡宮十二座神楽
茨城県	大生神社庭上祭	yes	1	無形民俗	大生神社庭上祭
茨城県	天満宮祭礼保存会	yes	1	無形民俗文化財	天満宮祭礼保存会
茨城県	天満宮祭礼屋台囃子振興会	yes	1	無形民俗文化財	天満宮祭礼屋台囃子振興会
茨城県	太々神楽	yes	1	無形民俗	太々神楽（十二面神楽）
茨城県	太太神楽	yes	1	無形民俗	太太神楽
茨城県	富士ケ丘棒ささら	yes	1	無形民俗文化財	富士ケ丘棒ささら
茨城県	富士ヶ丘棒ささら	yes	1	無形民俗	富士ヶ丘棒ささら
茨城県	小栗太々神楽	yes	1	無形民俗文化財	小栗太々神楽
茨城県	山車	yes	1	無形民俗	常陸國總社宮祭礼の獅子・山車・ささら行事
茨城県	平磯三社祭	yes	1	無形民俗文化財	平磯三社祭（ひらいそさんじゃまつり）
茨城県	徳島水神祭	yes	1	無形民俗	徳島水神祭
茨城県	悪戸新田獅子舞	yes	1	無形民俗文化財	悪戸新田獅子舞
茨城県	柳橋磐戸神楽	yes	1	無形民俗文化財	柳橋磐戸神楽
茨城県	柿岡荒宿「ささら舞	yes	1	無形民俗	柿岡荒宿「ささら舞」
茨城県	柿岡館「獅子舞	yes	1	無形民俗	柿岡館「獅子舞」
茨城県	根小屋代々十二神楽	yes	1	無形民俗	根小屋代々十二神楽
茨城県	棒ささら	yes	1	無形民俗文化財	丹生神社の棒ささら
茨城県	水海道神楽	yes	1	無形民俗文化財	水海道神楽
茨城県	浅川ささら	yes	1	無形民俗文化財	浅川ささら
茨城県	湯立祭	yes	1	無形民俗	雷神社の湯立祭
茨城県	潮来ばやし	yes	1	無形民俗	潮来ばやし
茨城県	片野排禍ばやし	yes	1	無形民俗	片野排禍ばやし
茨城県	猿島ばやし	yes	1	無形民俗文化財	猿島ばやし
茨城県	盆綱	yes	1	無形民俗	立延の盆綱
茨城県	真家みたまおどり	yes	1	無形民俗	真家みたまおどり
茨城県	石下天神ばやし	yes	1	無形民俗文化財	石下天神ばやし
茨城県	石下飴屋踊り	yes	1	無形民俗文化財	石下飴屋踊り
茨城県	石岡ばやし	yes	1	無形民俗	石岡ばやし
茨城県	磐戸神楽	yes	1	無形民俗文化財	磐戸神楽
茨城県	磯渡御	yes	1	無形民俗文化財	有賀神社の磯渡御
茨城県	祇園祭	yes	1	無形民俗文化財	素鵞神社の祇園祭
茨城県	神田ばやし	yes	1	無形民俗文化財	神田ばやし
茨城県	祭事	yes	1	風俗慣習	五所駒滝神社の祭事
茨城県	祭礼	yes	1	無形民俗文化財	天満宮の祭礼（てんまんぐうのさいれい）
茨城県	祭頭祭	yes	1	民俗芸能	鹿島の祭頭祭
茨城県	秋葉ばやし	yes	1	無形民俗文化財	秋葉ばやし
茨城県	素鵞神社祇園祭	yes	1	無形民俗	素鵞神社祇園祭
茨城県	羽鳥囃子	yes	1	無形民俗	羽鳥囃子
茨城県	西丸山祈祷ばやし	yes	1	無形民俗文化財	西丸山祈祷ばやし
茨城県	西丸山祈祷囃子保存会	yes	1	無形民俗文化財	西丸山祈祷囃子保存会
茨城県	西金砂神社田楽舞	yes	1	無形民俗文化財	西金砂神社田楽舞
茨城県	貝原塚おこど囃子	yes	1	無形民俗	貝原塚おこど囃子
茨城県	金砂田楽	yes	1	民俗芸能	金砂田楽
茨城県	鉾田囃子	yes	1	無形民俗文化財	鉾田囃子
茨城県	門部ひょっとこ踊り	yes	1	無形民俗文化財	門部ひょっとこ踊り
茨城県	青屋祭	yes	1	無形民俗	立延の青屋祭
茨城県	麻生祇園馬出し祭	yes	1	無形民俗文化財	麻生祇園馬出し祭
茨城県	麻生祇園馬出し祭り	yes	1	無形民俗文化財	麻生祇園馬出し祭り
長崎県	沖田踊	no	2	民俗芸能	大村の郡三踊（寿古踊・沖田踊・黒丸踊）
長崎県	黒丸踊	no	2	民俗芸能	大村の郡三踊（寿古踊・沖田踊・黒丸踊）
長崎県	オーモンデー	no	1	民俗芸能	オーモンデー
長崎県	ジャンガラ	no	1	民俗芸能	平戸のジャンガラ
長崎県	ヘトマト行事	no	1	風俗慣習	下崎山のヘトマト行事
長崎県	モットモ	no	1	風俗慣習	手熊・柿泊のモットモ
長崎県	ヤクマ	no	1	風俗慣習	木坂・青海のヤクマ
長崎県	亀ト習俗	no	1	風俗慣習	対島の亀ト習俗
長崎県	寿古踊	no	1	民俗芸能	大村の寿古踊
長崎県	手熊	no	1	風俗慣習	手熊・柿泊のモットモ
長崎県	木坂	no	1	風俗慣習	木坂・青海のヤクマ
長崎県	砂打ち	no	1	風俗慣習	下五島大宝郷の砂打ち
長崎県	竜踊	no	1	民俗芸能	竜踊
長崎県	竹ン芸	no	1	民俗芸能	竹ン芸
長崎県	船競漕行事	no	1	風俗慣習	壱岐の船競漕行事
長崎県	赤米行事	no	1	風俗慣習	豆酘の赤米行事
長崎県	郡三踊	no	1	民俗芸能	大村の郡三踊（寿古踊・沖田踊・黒丸踊）
長崎県	長崎「かくれキリシタン」習俗	no	1	風俗慣習	長崎「かくれキリシタン」習俗
長崎県	須古踊	no	1	民俗芸能	大島の須古踊
長崎県	盆踊	yes	4	民俗芸能	対馬の盆踊
長崎県	五島神楽	yes	2	民俗芸能	五島神楽
長崎県	壱岐神楽	yes	1	民俗芸能	壱岐神楽
長崎県	奉納踊	yes	1	民俗芸能	長崎くんちの奉納踊
長崎県	平戸神楽	yes	1	民俗芸能	平戸神楽
長野県	大鹿歌舞伎	no	2	民俗芸能	大鹿歌舞伎
長野県	柱松行事	no	2	風俗慣習	小菅の柱松行事
長野県	かけ踊	no	1	民俗芸能	下伊那のかけ踊
長野県	コト八日行事	no	1	風俗慣習	伊那谷のコト八日行事
長野県	シカオイ行事	no	1	風俗慣習	下伊那大河内のシカオイ行事
長野県	人形三番叟	no	1	民俗芸能	親沢の人形三番叟
長野県	人形芝居	no	1	民俗芸能	伊那の人形芝居
長野県	使い方	no	1	風俗慣習	長野県下の代表的民家の間取・使い方
長野県	小豆焼き行事	no	1	風俗慣習	高岡の小豆焼き行事
長野県	念仏踊	no	1	民俗芸能	和合の念仏踊
長野県	火鑚習俗	no	1	風俗慣習	信濃の火鑚習俗
長野県	神事芸能	no	1	民俗芸能	雨宮の神事芸能
長野県	蘇民将来符頒布習俗	no	1	風俗慣習	上田市八日堂の蘇民将来符頒布習俗
長野県	踊念仏	no	1	民俗芸能	跡部の踊念仏
長野県	間取	no	1	風俗慣習	長野県下の代表的民家の間取・使い方
長野県	頭人行事	no	1	風俗慣習	武水別神社の頭人行事
長野県	お船祭り	yes	1	風俗慣習	安曇平のお船祭り
長野県	太々神楽	yes	1	民俗芸能	駒ヶ岳神社の太々神楽
長野県	盆踊	yes	1	民俗芸能	新野の盆踊
長野県	踊り念仏	yes	1	民俗芸能	跡部の踊り念仏
長野県	道祖神祭り	yes	1	風俗慣習	野沢温泉の道祖神祭り
長野県	雪祭	yes	1	民俗芸能	雪祭
長野県	霜月神楽	yes	1	民俗芸能	天竜村の霜月神楽
長野県	霜月祭	yes	1	民俗芸能	遠山の霜月祭
青森県	えんぶり	no	2	民俗芸能	八戸のえんぶり
青森県	能舞	no	2	民俗芸能	下北の能舞
青森県	ねぶた	no	1	風俗慣習	青森のねぶた
青森県	ねぷた	no	1	風俗慣習	弘前のねぷた
青森県	南部駒踊	no	1	民俗芸能	南部駒踊
青森県	登拝行事	no	1	風俗慣習	岩木山の登拝行事
青森県	鶏舞	no	1	民俗芸能	平内の鶏舞
青森県	七日堂祭	yes	1	風俗慣習	津軽の七日堂祭
青森県	南部切田神楽	yes	1	民俗芸能	南部切田神楽
青森県	山車行事	yes	1	風俗慣習	八戸三社大祭の山車行事
青森県	津軽神楽	yes	1	民俗芸能	津軽神楽
青森県	田子神楽	yes	1	民俗芸能	田子神楽
静岡県	田遊び	no	7	民俗芸能	法多山の田遊び
静岡県	御船行事	no	2	風俗慣習	大江八幡神社の御船行事
静岡県	舞楽	no	2	民俗芸能	遠江森町の舞楽
静岡県	こと八日行事	no	1	風俗慣習	新居のこと八日行事
静岡県	ひよんどりとおくない	no	1	民俗芸能	遠江のひよんどりとおくない
静岡県	シシウチ行事	no	1	風俗慣習	遠江のシシウチ行事
静岡県	三日堂ひよんどり	no	1	民俗芸能	寺野の三日堂ひよんどり
静岡県	十二段舞楽	no	1	民俗芸能	天宮神社の十二段舞楽
静岡県	有東木	no	1	民俗芸能	有東木・平野の盆踊
静岡県	稚児舞	no	1	民俗芸能	静岡浅間神社廿日会祭の稚児舞
静岡県	稚児舞楽	no	1	民俗芸能	静岡浅間神社廿日会祭の稚児舞楽
静岡県	虎舞	no	1	民俗芸能	小稲の虎舞
静岡県	鹿島踊	no	1	民俗芸能	東伊豆地方の鹿島踊
静岡県	盆踊	yes	4	民俗芸能	徳山の盆踊
静岡県	湯立神楽	yes	2	民俗芸能	沼田・大坂の湯立神楽
静岡県	田楽	yes	2	民俗芸能	西浦の田楽
静岡県	神楽	yes	1	民俗芸能	静岡県中部地方の神楽
静岡県	見付天神裸祭	yes	1	風俗慣習	見付天神裸祭
香川県	念仏踊	no	2	民俗芸能	滝宮の念仏踊
香川県	綾子踊	no	2	民俗芸能	綾子踊
香川県	モモテ	no	1	風俗慣習	生里のモモテ
香川県	与島	no	1	民俗芸能	与島・櫃石の盆踊
香川県	馬節供	no	1	風俗慣習	讃岐の馬節供
香川県	盆踊	yes	1	民俗芸能	与島・櫃石の盆踊
高知県	いざなぎ流御祈祷	no	1	民俗芸能	いざなぎ流御祈祷
高知県	お舟	no	1	風俗慣習	吉良川御田八幡宮神祭のお舟・花台行事
高知県	つんつく踊	no	1	民俗芸能	手結のつんつく踊
高知県	シオバカリ	no	1	風俗慣習	野見のシオバカリ
高知県	シットロト踊	no	1	民俗芸能	シットロト踊
高知県	佐喜浜にわか	no	1	民俗芸能	佐喜浜にわか
高知県	御田舞	no	1	民俗芸能	吉良川の御田舞
高知県	花取踊	no	1	民俗芸能	葉山の花取踊
高知県	花台行事	no	1	風俗慣習	吉良川御田八幡宮神祭のお舟・花台行事
高知県	御神穀祭	yes	2	風俗慣習	久礼八幡宮の御神穀祭
高知県	エンコウ祭	yes	1	風俗慣習	南国市後川流域のエンコウ祭
高知県	大祭	yes	1	風俗慣習	義長神社の大祭
高知県	御田祭	yes	1	民俗芸能	吉良川の御田祭
高知県	本川神楽	yes	1	民俗芸能	本川神楽
高知県	池川神楽	yes	1	民俗芸能	池川神楽
高知県	津野山神楽	yes	1	民俗芸能	津野山神楽
高知県	神楽	yes	1	民俗芸能	土佐の神楽
鳥取県	ジンショ	no	2	風俗慣習	三朝のジンショ
鳥取県	しょうぶ綱	no	1	風俗慣習	因幡宝木のしょうぶ綱
鳥取県	トンドウ	no	1	風俗慣習	酒津のトンドウ
鳥取県	八朔綱引き	no	1	風俗慣習	上淀の八朔綱引き
鳥取県	円通寺人形芝居	no	1	民俗芸能	円通寺人形芝居
鳥取県	因幡	no	1	民俗芸能	因幡・但馬の麒麟獅子舞
鳥取県	流しびな	no	1	風俗慣習	用瀬の流しびな
鳥取県	菖蒲綱引き	no	1	風俗慣習	因幡の菖蒲綱引き
鳥取県	雨乞踊	no	1	民俗芸能	越路の雨乞踊
鳥取県	麒麟獅子舞	yes	2	民俗芸能	因幡・但馬の麒麟獅子舞
鳥取県	獅子舞	yes	1	民俗芸能	大和佐美命神社の獅子舞
鹿児島県	七夕踊	no	2	民俗芸能	市来の七夕踊
鹿児島県	諸鈍芝居	no	2	民俗芸能	諸鈍芝居
鹿児島県	アラセツ行事	no	1	風俗慣習	秋名のアラセツ行事
鹿児島県	トシドン	no	1	風俗慣習	甑島のトシドン
鹿児島県	ボゼ	no	1	風俗慣習	悪石島のボゼ
鹿児島県	メンドン	no	1	風俗慣習	薩摩硫黄島のメンドン
鹿児島県	十五夜行事	no	1	風俗慣習	南薩摩の十五夜行事
鹿児島県	十五夜踊	no	1	民俗芸能	与論の十五夜踊
鹿児島県	吉左右踊	no	1	民俗芸能	吉左右踊・太鼓踊
鹿児島県	大綱引き	no	1	風俗慣習	薩摩川内の大綱引き
鹿児島県	川内大綱引	no	1	風俗慣習	川内大綱引
鹿児島県	平瀬マンカイ	no	1	民俗芸能	平瀬マンカイ
鹿児島県	座敷舞	no	1	民俗芸能	種子島南種子の座敷舞
鹿児島県	弥五郎どん	no	1	風俗慣習	岩川の弥五郎どん
鹿児島県	弥五郎人形行事	no	1	風俗慣習	岩川の弥五郎人形行事
鹿児島県	水からくり	no	1	民俗芸能	薩摩の水からくり
鹿児島県	疱瘡踊	no	1	民俗芸能	大浦町の疱瘡踊
鹿児島県	種子島大踊	no	1	民俗芸能	現和の種子島大踊
鹿児島県	太鼓踊	yes	1	民俗芸能	吉左右踊・太鼓踊
鹿児島県	東郷人形浄瑠璃	yes	1	民俗芸能	東郷人形浄瑠璃
鹿児島県	東郷文弥節人形浄瑠璃	yes	1	民俗芸能	東郷文弥節人形浄瑠璃
鹿児島県	柴祭り	yes	1	風俗慣習	池田の柴祭り
鹿児島県	盆踊	yes	1	民俗芸能	種子島の盆踊
