code	prefecture	municipality	official_url	tourism_url	resolved
124265	千葉県	長柄町	https://www.town.nagara.chiba.jp/		本文に自治体名を確認
124273	千葉県	長南町	https://www.town.chonan.chiba.jp/		本文に自治体名を確認
124419	千葉県	大多喜町	https://www.town.otaki.chiba.jp/	http://kankouotaki.com/	本文に自治体名を確認
124435	千葉県	御宿町	https://www.town.onjuku.chiba.jp/	https://onjuku-kankou.com/	県公式サイトのリンク集から (本文に自治体名を確認)
124630	千葉県	鋸南町	https://www.town.kyonan.chiba.jp/		本文に自治体名を確認
131016	東京都	千代田区	https://www.city.chiyoda.lg.jp/	http://www.kanko-chiyoda.jp/	本文に自治体名を確認
131024	東京都	中央区	https://www.city.chuo.lg.jp/	https://www.chuo-kanko.or.jp/	本文に自治体名を確認
131032	東京都	港区	https://www.city.minato.tokyo.jp/		本文に自治体名を確認
131041	東京都	新宿区	https://www.city.shinjuku.lg.jp/	https://www.kanko-shinjuku.jp/	本文に自治体名を確認
131059	東京都	文京区	https://www.city.bunkyo.lg.jp/	http://www.b-kanko.jp/	本文に自治体名を確認
131067	東京都	台東区	https://www.city.taito.lg.jp/		本文に自治体名を確認
131075	東京都	墨田区	https://www.city.sumida.lg.jp/	https://visit-sumida.jp/	本文に自治体名を確認
131083	東京都	江東区	https://www.city.koto.lg.jp/	https://koto-kanko.jp/	本文に自治体名を確認
131091	東京都	品川区	https://www.city.shinagawa.tokyo.jp/	https://shinagawa-kanko.or.jp/	本文に自治体名を確認
131105	東京都	目黒区	https://www.city.meguro.tokyo.jp/	https://meguro-kanko.com/	本文に自治体名を確認
131113	東京都	大田区	https://www.city.ota.tokyo.jp/		本文に自治体名を確認
131121	東京都	世田谷区	https://www.city.setagaya.lg.jp/	https://www.kanko-setagaya.jp/	本文に自治体名を確認
131130	東京都	渋谷区	https://www.city.shibuya.tokyo.jp/		本文に自治体名を確認
131148	東京都	中野区	https://www.city.tokyo-nakano.lg.jp/	https://www.nakano-kanko.com/	本文に自治体名を確認
131156	東京都	杉並区	https://www.city.suginami.tokyo.jp/		本文に自治体名を確認
131164	東京都	豊島区	https://www.city.toshima.lg.jp/	https://www.gotokyo.org/	本文に自治体名を確認
131172	東京都	北区	https://www.city.kita.lg.jp/	http://prkita.jp/	本文に自治体名を確認
131181	東京都	荒川区	https://www.city.arakawa.tokyo.jp/		本文に自治体名を確認
131199	東京都	板橋区	https://www.city.itabashi.tokyo.jp/	http://itabashi-kanko.jp/	本文に自治体名を確認
131202	東京都	練馬区	https://www.city.nerima.tokyo.jp/	https://www.nerimakanko.jp/	本文に自治体名を確認
131211	東京都	足立区	https://www.city.adachi.tokyo.jp/	https://www.adachikanko.net/	本文に自治体名を確認
131229	東京都	葛飾区	https://www.city.katsushika.lg.jp/	https://www.katsushika-kanko.com/	本文に自治体名を確認
131237	東京都	江戸川区	https://www.city.edogawa.tokyo.jp/		本文に自治体名を確認
132012	東京都	八王子市	https://www.city.hachioji.tokyo.jp/		本文に自治体名を確認
132021	東京都	立川市	https://www.city.tachikawa.lg.jp/		本文に自治体名を確認
132039	東京都	武蔵野市	https://www.city.musashino.lg.jp/	https://musashino-kanko.com/	本文に自治体名を確認
132047	東京都	三鷹市	https://www.city.mitaka.lg.jp/	http://kanko.mitaka.ne.jp/	本文に自治体名を確認
132055	東京都	青梅市	https://www.city.ome.tokyo.jp/	https://www.omekanko.gr.jp/	本文に自治体名を確認
132063	東京都	府中市	https://www.city.fuchu.tokyo.jp/	https://www.kankou-fuchu.com/	本文に自治体名を確認
132071	東京都	昭島市	https://www.city.akishima.lg.jp/	https://www.akishima-kanko.org/	本文に自治体名を確認
132080	東京都	調布市	https://www.city.chofu.lg.jp/	https://www.chofu-kanko.jp/	本文に自治体名を確認
132098	東京都	町田市	https://www.city.machida.tokyo.jp/		本文に自治体名を確認
132101	東京都	小金井市	https://www.city.koganei.lg.jp/	https://koganei-kanko.jp/	本文に自治体名を確認
132110	東京都	小平市	https://www.city.kodaira.tokyo.jp/	https://kodaira-tourism.com/	本文に自治体名を確認
132128	東京都	日野市	https://www.city.hino.lg.jp/	http://minamikanko.co.jp/	本文に自治体名を確認
132136	東京都	東村山市			候補URLがすべて外れ
132144	東京都	国分寺市	https://www.city.kokubunji.tokyo.jp/		本文に自治体名を確認
132152	東京都	国立市	https://www.city.kunitachi.tokyo.jp/	https://kunimachi.jp/	本文に自治体名を確認
132187	東京都	福生市	https://www.city.fussa.tokyo.jp/	https://www.fussakanko.jp/	本文に自治体名を確認
132195	東京都	狛江市	https://www.city.komae.tokyo.jp/	http://komae-kankou.jp/	本文に自治体名を確認
132209	東京都	東大和市	https://www.city.higashiyamato.lg.jp/		本文に自治体名を確認
132217	東京都	清瀬市	https://www.city.kiyose.lg.jp/	https://www.kiyosekanko.tokyo/	本文に自治体名を確認
132225	東京都	東久留米市	https://www.city.higashikurume.lg.jp/		本文に自治体名を確認
132233	東京都	武蔵村山市	https://www.city.musashimurayama.lg.jp/		本文に自治体名を確認
132241	東京都	多摩市	https://www.city.tama.lg.jp/		本文に自治体名を確認
132250	東京都	稲城市	https://www.city.inagi.tokyo.jp/	https://inagi-kanko.jp/	本文に自治体名を確認
132276	東京都	羽村市	https://www.city.hamura.tokyo.jp/	http://hamura-kankou.org/	本文に自治体名を確認
132284	東京都	あきる野市	https://www.city.akiruno.tokyo.jp/	https://www.akirunokanko.com/	本文に自治体名を確認
132292	東京都	西東京市	https://www.city.nishitokyo.lg.jp/		本文に自治体名を確認
133035	東京都	瑞穂町	https://www.town.mizuho.tokyo.jp/	http://www.ittenbee-tokyomizuho.jp/	本文に自治体名を確認
133051	東京都	日の出町	https://www.town.hinode.tokyo.jp/	https://www.hinodekanko.jp/	本文に自治体名を確認
133078	東京都	檜原村	https://www.vill.hinohara.tokyo.jp/	https://hinohara-kankou.jp/	本文に自治体名を確認
133086	東京都	奥多摩町	https://www.town.okutama.tokyo.jp/		本文に自治体名を確認
133612	東京都	大島町	https://www.town.oshima.tokyo.jp/	http://www.izu-oshima.or.jp/	本文に自治体名を確認
133621	東京都	利島村			候補URLがすべて外れ
133639	東京都	新島村			候補URLがすべて外れ
133647	東京都	神津島村			候補URLがすべて外れ
133817	東京都	三宅村	https://www.vill.miyake.tokyo.jp/	http://www.miyakejima.gr.jp/	本文に自治体名を確認
133825	東京都	御蔵島村			候補URLがすべて外れ
134015	東京都	八丈町	https://www.town.hachijo.tokyo.jp/	https://www.hachijo.gr.jp/	本文に自治体名を確認
134023	東京都	青ヶ島村	https://www.vill.aogashima.tokyo.jp/		本文に自治体名を確認
134210	東京都	小笠原村	https://www.vill.ogasawara.tokyo.jp/	http://www.visitogasawara.com/	本文に自治体名を確認
141003	神奈川県	横浜市	https://www.city.yokohama.lg.jp/	https://www.welcome.city.yokohama.jp/	本文に自治体名を確認
141305	神奈川県	川崎市	https://www.city.kawasaki.jp/	https://www.k-kankou.jp/	本文に自治体名を確認
141500	神奈川県	相模原市	https://www.city.sagamihara.kanagawa.jp/	https://www.sagamihara-kanko.com/	本文に自治体名を確認
142018	神奈川県	横須賀市	https://www.city.yokosuka.kanagawa.jp/	https://www.yokosuka-kanko.com/	本文に自治体名を確認
142034	神奈川県	平塚市	https://www.city.hiratsuka.kanagawa.jp/	https://www.hiratsuka-kankou.com/	本文に自治体名を確認
142042	神奈川県	鎌倉市	https://www.city.kamakura.kanagawa.jp/		本文に自治体名を確認
142051	神奈川県	藤沢市	https://www.city.fujisawa.kanagawa.jp/	https://www.fujisawa-kanko.jp/	本文に自治体名を確認
142069	神奈川県	小田原市	https://www.city.odawara.kanagawa.jp/	http://www.odawara-kankou.com/	本文に自治体名を確認
142077	神奈川県	茅ヶ崎市	https://www.city.chigasaki.kanagawa.jp/	http://www.chigasaki-kankou.org/	本文に自治体名を確認
142085	神奈川県	逗子市	https://www.city.zushi.kanagawa.jp/	https://www.pref.kanagawa.jp/	本文に自治体名を確認
142107	神奈川県	三浦市	https://www.city.miura.kanagawa.jp/	https://miura-info.ne.jp/	本文に自治体名を確認
142115	神奈川県	秦野市	https://www.city.hadano.kanagawa.jp/	https://www.kankou-hadano.jp/	本文に自治体名を確認
142123	神奈川県	厚木市	https://www.city.atsugi.kanagawa.jp/	https://www.atsugi-kankou.jp/	本文に自治体名を確認
142131	神奈川県	大和市	https://www.city.yamato.lg.jp/	https://www.yamato-kankou.com/	本文に自治体名を確認
142140	神奈川県	伊勢原市	https://www.city.isehara.kanagawa.jp/	https://isehara-kanko.com/	本文に自治体名を確認
142158	神奈川県	海老名市	https://www.city.ebina.kanagawa.jp/	http://ebina-kankou.com/	本文に自治体名を確認
142166	神奈川県	座間市	https://www.city.zama.kanagawa.jp/	https://www.zama-kankou.jp/	本文に自治体名を確認
142174	神奈川県	南足柄市	https://www.city.minamiashigara.kanagawa.jp/	https://mcity-kankokyokai.com/	本文に自治体名を確認
142182	神奈川県	綾瀬市	https://www.city.ayase.kanagawa.jp/		本文に自治体名を確認
143014	神奈川県	葉山町	https://www.town.hayama.lg.jp/	https://www.hayama-kankou.jp/	本文に自治体名を確認
143219	神奈川県	寒川町	https://www.town.samukawa.kanagawa.jp/	https://www.samukawa-kankou.jp/	本文に自治体名を確認
143413	神奈川県	大磯町	https://www.town.oiso.kanagawa.jp/		本文に自治体名を確認
143421	神奈川県	二宮町	https://www.town.ninomiya.kanagawa.jp/	https://shonan-ninomiya-kankou.com/	本文に自治体名を確認
143618	神奈川県	中井町	https://www.town.nakai.kanagawa.jp/		本文に自治体名を確認 / 観光協会の推定は再検証で外した
143626	神奈川県	大井町	https://www.town.oi.kanagawa.jp/		本文に自治体名を確認
143634	神奈川県	松田町	https://town.matsuda.kanagawa.jp/	https://ashigara-local.jp/	本文に自治体名を確認
143642	神奈川県	山北町	https://www.town.yamakita.kanagawa.jp/	http://www.yamakita.net/	本文に自治体名を確認
143669	神奈川県	開成町	https://www.town.kaisei.kanagawa.jp/		本文に自治体名を確認
143821	神奈川県	箱根町	https://www.town.hakone.kanagawa.jp/	http://www.hakone.or.jp/	本文に自治体名を確認
143839	神奈川県	真鶴町	https://www.town.manazuru.kanagawa.jp/	http://www.manazuru.net/	本文に自治体名を確認
143847	神奈川県	湯河原町	https://www.town.yugawara.kanagawa.jp/		本文に自治体名を確認
144011	神奈川県	愛川町	https://www.town.aikawa.kanagawa.jp/		本文に自治体名を確認
144029	神奈川県	清川村			候補URLがすべて外れ
151009	新潟県	新潟市	https://www.city.niigata.lg.jp/	https://www.nvcb.or.jp/	本文に自治体名を確認
152021	新潟県	長岡市	https://www.city.nagaoka.niigata.jp/		本文に自治体名を確認
152048	新潟県	三条市	https://www.city.sanjo.niigata.jp/		本文に自治体名を確認
152056	新潟県	柏崎市	https://www.city.kashiwazaki.lg.jp/		本文に自治体名を確認
152064	新潟県	新発田市	https://www.city.shibata.lg.jp/		本文に自治体名を確認
152081	新潟県	小千谷市	https://www.city.ojiya.niigata.jp/	http://www.ojiyakanko.com/	本文に自治体名を確認
152099	新潟県	加茂市	https://www.city.kamo.niigata.jp/	https://kamo-tourism.com/	本文に自治体名を確認
152102	新潟県	十日町市	https://www.city.tokamachi.lg.jp/	https://www.tokamachishikankou.jp/	本文に自治体名を確認
152111	新潟県	見附市	https://www.city.mitsuke.niigata.jp/		本文に自治体名を確認
152129	新潟県	村上市	https://www.city.murakami.lg.jp/	https://www.sake3.com/	本文に自治体名を確認
152137	新潟県	燕市	https://www.city.tsubame.niigata.jp/	https://tsubame-kankou.jp/	本文に自治体名を確認
152161	新潟県	糸魚川市	https://www.city.itoigawa.lg.jp/	https://www.itoigawa-kanko.com/	本文に自治体名を確認
152170	新潟県	妙高市	https://www.city.myoko.niigata.jp/	https://myokotourism.jp/	本文に自治体名を確認
152188	新潟県	五泉市	https://www.city.gosen.lg.jp/	http://www.gosen-kankou.niigata.jp/	本文に自治体名を確認
152226	新潟県	上越市	https://www.city.joetsu.niigata.jp/	https://joetsukankonavi.jp/	本文に自治体名を確認
152234	新潟県	阿賀野市	https://www.city.agano.niigata.jp/	https://agano-spot.com/	本文に自治体名を確認
152242	新潟県	佐渡市	https://www.city.sado.niigata.jp/		本文に自治体名を確認
152251	新潟県	魚沼市	https://www.city.uonuma.lg.jp/		本文に自治体名を確認
152269	新潟県	南魚沼市	https://www.city.minamiuonuma.niigata.jp/	https://m-uonuma.jp/	本文に自治体名を確認
152277	新潟県	胎内市	https://www.city.tainai.niigata.jp/		本文に自治体名を確認
153079	新潟県	聖籠町	https://www.town.seiro.niigata.jp/	https://seiro-kanko.jp/	本文に自治体名を確認
153427	新潟県	弥彦村	https://www.vill.yahiko.niigata.jp/	https://www.e-yahiko.com/	本文に自治体名を確認
153613	新潟県	田上町	https://www.town.tagami.niigata.jp/		本文に自治体名を確認
153851	新潟県	阿賀町	https://www.town.aga.niigata.jp/		本文に自治体名を確認
154059	新潟県	出雲崎町	https://www.town.izumozaki.niigata.jp/	http://www.izumozaki.net/	本文に自治体名を確認
154610	新潟県	湯沢町	https://www.town.yuzawa.lg.jp/	https://www.e-yuzawa.gr.jp/	本文に自治体名を確認
154822	新潟県	津南町	https://www.town.tsunan.niigata.jp/		本文に自治体名を確認
155047	新潟県	刈羽村			候補URLがすべて外れ
155811	新潟県	関川村	http://www.vill.sekikawa.niigata.jp/	http://www.sekikawa-kankou.com/	本文に自治体名を確認
155861	新潟県	粟島浦村	https://www.vill.awashimaura.lg.jp/	http://awa-isle.jp/	本文に自治体名を確認
182010	福井県	福井市	https://www.city.fukui.lg.jp/		本文に自治体名を確認
182028	福井県	敦賀市	https://www.city.tsuruga.lg.jp/	https://tsuruga-kanko.jp/	本文に自治体名を確認
182044	福井県	小浜市	https://www1.city.obama.fukui.jp/	https://www.wakasa-obama.jp/	検索で特定 (本文に自治体名を確認)
182052	福井県	大野市	https://www.city.ono.fukui.jp/	http://www.ono-kankou.jp/	本文に自治体名を確認
182061	福井県	勝山市	https://www.city.katsuyama.fukui.jp/		本文に自治体名を確認
182079	福井県	鯖江市	https://www.city.sabae.fukui.jp/		本文に自治体名を確認
182087	福井県	あわら市	https://www.city.awara.lg.jp/	http://awara.info/	本文に自治体名を確認
182095	福井県	越前市	https://www.city.echizen.lg.jp/	https://www.echizen-tourism.jp/	本文に自治体名を確認
182109	福井県	坂井市	https://www.city.fukui-sakai.lg.jp/	https://kanko-sakai.com/	本文に自治体名を確認
183229	福井県	永平寺町	https://www.town.eiheiji.lg.jp/		本文に自治体名を確認
183822	福井県	池田町	https://www.town.ikeda.fukui.jp/	https://www.ikeda-kanko.jp/	本文に自治体名を確認
184047	福井県	南越前町	https://www.town.minamiechizen.lg.jp/		本文に自治体名を確認
184233	福井県	越前町	https://www.town.echizen.fukui.jp/	https://echizenkaigan.com/	本文に自治体名を確認
184420	福井県	美浜町	https://www.town.fukui-mihama.lg.jp/	https://wakasa-mihama.jp/	本文に自治体名を確認
184811	福井県	高浜町	https://www.town.takahama.fukui.jp/		本文に自治体名を確認
184837	福井県	おおい町	https://www.town.ohi.fukui.jp/	https://uminpia-ohi.com/	検索で特定 (本文に自治体名を確認)
185019	福井県	若狭町	https://www.town.fukui-wakasa.lg.jp/		本文に自治体名を確認
192015	山梨県	甲府市	https://www.city.kofu.yamanashi.jp/	https://kofu-tourism.com/	本文に自治体名を確認
192023	山梨県	富士吉田市	https://www.city.fujiyoshida.yamanashi.jp/	https://www.fujiyoshida-kanko.net/	本文に自治体名を確認
192040	山梨県	都留市	https://www.city.tsuru.yamanashi.jp/	http://www.tsuru-kankou.com/	本文に自治体名を確認
192058	山梨県	山梨市	https://www.city.yamanashi.yamanashi.jp/	https://www.yamanashishi-kankou.com/	本文に自治体名を確認
192066	山梨県	大月市	https://www.city.otsuki.yamanashi.jp/		本文に自治体名を確認
192074	山梨県	韮崎市	https://www.city.nirasaki.lg.jp/	http://www.nirasaki-kankou.jp/	本文に自治体名を確認
192082	山梨県	南アルプス市	https://www.city.minami-alps.yamanashi.jp/	https://minami-alpskankou.jp/	検索で特定 (本文に自治体名を確認)
192091	山梨県	北杜市	https://www.city.hokuto.yamanashi.jp/	https://www.hokuto-kanko.jp/	本文に自治体名を確認
192104	山梨県	甲斐市	https://www.city.kai.yamanashi.jp/		本文に自治体名を確認
192112	山梨県	笛吹市	https://www.city.fuefuki.yamanashi.jp/	https://www.fuefuki-kanko.jp/	本文に自治体名を確認
192121	山梨県	上野原市	https://www.city.uenohara.yamanashi.jp/	https://www.uenohara-kankou.com/	本文に自治体名を確認
192139	山梨県	甲州市	https://www.city.koshu.yamanashi.jp/	https://www.koshu-kankou.jp/	本文に自治体名を確認
192147	山梨県	中央市	https://www.city.chuo.lg.jp/	https://www.chuo-kanko.or.jp/	本文に自治体名(接尾辞なし)を確認
193461	山梨県	市川三郷町	https://www.town.ichikawamisato.yamanashi.jp/		本文に自治体名を確認
193640	山梨県	早川町	https://www.town.hayakawa.yamanashi.jp/	https://hayakawakankou.jp/	本文に自治体名を確認
193658	山梨県	身延町	https://www.town.minobu.lg.jp/	https://www.minobu.info/	本文に自治体名を確認
193666	山梨県	南部町	https://www.town.nanbu.yamanashi.jp/	https://www.nanbu-kanko.net/	再解決 (本文に自治体名を確認)
193682	山梨県	富士川町	https://www.town.fujikawa.yamanashi.jp/		本文に自治体名を確認
193844	山梨県	昭和町	https://www.town.showa.yamanashi.jp/	https://www.yamanashi-kankou.jp/	本文に自治体名を確認
194221	山梨県	道志村	http://www.vill.doshi.lg.jp/	http://doshi-kanko.jp/	再解決 (本文に自治体名を確認)
194239	山梨県	西桂町	https://www.town.nishikatsura.yamanashi.jp/		本文に自治体名を確認
194247	山梨県	忍野村	https://www.vill.oshino.lg.jp/	https://oshino-navi.com/	本文に自治体名を確認
194255	山梨県	山中湖村	https://www.vill.yamanakako.lg.jp/		本文に自治体名を確認
194298	山梨県	鳴沢村	https://www.vill.narusawa.yamanashi.jp/	https://www.narusawa-kanko.jp/	本文に自治体名を確認
194301	山梨県	富士河口湖町	https://www.town.fujikawaguchiko.lg.jp/	https://fujisan.ne.jp/	本文に自治体名を確認
194425	山梨県	小菅村	http://www.vill.kosuge.yamanashi.jp/		再解決 (本文に自治体名を確認)
194433	山梨県	丹波山村	https://www.vill.tabayama.yamanashi.jp/	http://ta-kankoukyoukai.com/	本文に自治体名を確認
202011	長野県	長野市	https://www.city.nagano.nagano.jp/		本文に自治体名を確認
202029	長野県	松本市	https://www.city.matsumoto.nagano.jp/		本文に自治体名を確認
202037	長野県	上田市	https://www.city.ueda.nagano.jp/	https://ueda-kanko.or.jp/	本文に自治体名を確認
202045	長野県	岡谷市	https://www.city.okaya.lg.jp/	http://www.kanko-okaya.jp/	本文に自治体名を確認
202053	長野県	飯田市	https://www.city.iida.lg.jp/	https://msnav.com/	本文に自治体名を確認
202061	長野県	諏訪市	https://www.city.suwa.lg.jp/	https://www.suwakanko.jp/	本文に自治体名を確認
202070	長野県	須坂市	https://www.city.suzaka.nagano.jp/	https://www.suzaka-kankokyokai.jp/	本文に自治体名を確認
202088	長野県	小諸市	https://www.city.komoro.lg.jp/	https://www.komoro-tour.jp/	本文に自治体名を確認
202096	長野県	伊那市	https://www.inacity.jp/		検索で特定 (本文に自治体名を確認)
202100	長野県	駒ヶ根市	https://www.city.komagane.nagano.jp/	http://www.kankou-komagane.com/	本文に自治体名を確認
202118	長野県	中野市	https://www.city.nakano.nagano.jp/	http://www.nakanokanko.jp/	本文に自治体名を確認
202126	長野県	大町市	https://www.city.omachi.nagano.jp/	https://kanko-omachi.gr.jp/	本文に自治体名を確認
202134	長野県	飯山市	https://www.city.iiyama.nagano.jp/	http://www.iiyama-ouendan.net/	本文に自治体名を確認
202142	長野県	茅野市	https://www.city.chino.lg.jp/		本文に自治体名を確認
202151	長野県	塩尻市	https://www.city.shiojiri.lg.jp/		本文に自治体名を確認
202177	長野県	佐久市	https://www.city.saku.nagano.jp/	https://www.sakukankou.jp/	本文に自治体名を確認
202185	長野県	千曲市	https://www.city.chikuma.lg.jp/	https://chikuma-kanko.com/	本文に自治体名を確認
202193	長野県	東御市	https://www.city.tomi.nagano.jp/	http://www.tomikan.jp/	本文に自治体名を確認
202207	長野県	安曇野市	https://www.city.azumino.nagano.jp/		本文に自治体名を確認
203033	長野県	小海町	https://www.koumi-town.jp/	http://www.koumi-kankou.jp/	検索で特定 (本文に自治体名を確認)
203041	長野県	川上村	https://www.vill.kawakami.nagano.jp/		本文に自治体名を確認
203050	長野県	南牧村	https://www.minamimakimura.jp/	https://www.kanko-nobeyama.jp/	検索で特定 (本文に自治体名を確認)
203068	長野県	南相木村	https://www.minamiaiki.jp/		検索で特定 (本文に自治体名を確認)
203076	長野県	北相木村	http://www.vill.kitaaiki.nagano.jp/		検索で特定 (本文に自治体名を確認)
203092	長野県	佐久穂町	https://www.town.sakuho.nagano.jp/	https://yachiho-kogen.jp/	本文に自治体名を確認
203211	長野県	軽井沢町	https://www.town.karuizawa.lg.jp/	https://karuizawa-kanko.jp/	本文に自治体名を確認
203238	長野県	御代田町	https://www.town.miyota.nagano.jp/		本文に自治体名を確認
203246	長野県	立科町	https://www.town.tateshina.nagano.jp/	http://shirakabakogen.jp/	本文に自治体名を確認
203491	長野県	青木村	https://www.vill.aoki.nagano.jp/		本文に自治体名を確認
203505	長野県	長和町	https://www.town.nagawa.nagano.jp/	https://www.nagawa.info/	本文に自治体名を確認
203611	長野県	下諏訪町	https://www.town.shimosuwa.lg.jp/		本文に自治体名を確認
203629	長野県	富士見町	https://www.town.fujimi.lg.jp/	https://www.suwa-tourism.jp/	本文に自治体名を確認
203637	長野県	原村	https://www.vill.hara.lg.jp/		本文に自治体名を確認
203823	長野県	辰野町	https://www.town.tatsuno.lg.jp/		本文に自治体名を確認
203831	長野県	箕輪町	https://www.town.minowa.lg.jp/	https://www.minowa-town.jp/	本文に自治体名を確認
203840	長野県	飯島町	https://www.town.iijima.lg.jp/	https://iju.go-iijima.nagano.jp/	本文に自治体名を確認
203858	長野県	南箕輪村	https://www.vill.minamiminowa.lg.jp/	http://kankou-minamiminowa.nagano.jp/	本文に自治体名を確認
203866	長野県	中川村	https://www.vill.nakagawa.nagano.jp/		本文に自治体名を確認
203882	長野県	宮田村	https://www.vill.miyada.nagano.jp/		本文に自治体名を確認
204021	長野県	松川町	https://www.town.matsukawa.lg.jp/	https://dansuki.jp/	本文に自治体名を確認
204030	長野県	高森町	https://www.town.nagano-takamori.lg.jp/		本文に自治体名を確認
204048	長野県	阿南町	http://www.town.anan.nagano.jp/		検索で特定 (本文に自治体名を確認)
204072	長野県	阿智村	https://www.vill.achi.lg.jp/	http://hirugamionsen.jp/	本文に自治体名を確認
204099	長野県	平谷村	https://www.hirayamura.jp/	https://www.pikan.net/	検索で特定 (本文に自治体名を確認)
204102	長野県	根羽村	https://www.nebamura.jp/		検索で特定 (本文に自治体名を確認)
204111	長野県	下條村		https://www.shimojo-kanko.jp/	候補URLがすべて外れ
204129	長野県	売木村	https://www.urugi.jp/		検索で特定 (本文に自治体名を確認)
204137	長野県	天龍村	https://www.vill-tenryu.jp/		検索で特定 (本文に自治体名を確認)
204145	長野県	泰阜村	https://www.vill.yasuoka.nagano.jp/		本文に自治体名を確認
204153	長野県	喬木村	https://www.vill.takagi.lg.jp/		本文に自治体名を確認
204161	長野県	豊丘村	https://www.vill.nagano-toyooka.lg.jp/	https://www.vill-nagano-toyooka-kanko.jp/	本文に自治体名を確認
204170	長野県	大鹿村	https://www.vill.ooshika.nagano.jp/	http://ooshika-kanko.com/	検索で特定 (本文に自治体名を確認)
204226	長野県	上松町	https://www.town.agematsu.nagano.jp/		本文に自治体名を確認
204234	長野県	南木曽町	https://www.town.nagiso.nagano.jp/		本文に自治体名を確認
204251	長野県	木祖村	https://www.vill.kiso.nagano.jp/	https://www.kisotourism.com/	本文に自治体名を確認
204293	長野県	王滝村	https://www.vill.otaki.nagano.jp/		本文に自治体名を確認
204307	長野県	大桑村	https://www.vill.okuwa.lg.jp/		本文に自治体名を確認
204323	長野県	木曽町	https://www.town-kiso.com/	http://www.kankou-kiso.com/	検索で特定 (本文に自治体名を確認)
204463	長野県	麻績村	https://www.vill.omi.nagano.jp/	https://www.go-nagano.net/	本文に自治体名を確認
204480	長野県	生坂村	https://www.village.ikusaka.nagano.jp/		検索で特定 (本文に自治体名を確認)
204501	長野県	山形村	https://www.vill.yamagata.nagano.jp/		本文に自治体名を確認
204510	長野県	朝日村	https://www.vill.asahi.nagano.jp/	https://asahi-taiken.com/	本文に自治体名を確認
204528	長野県	筑北村	https://www.vill.chikuhoku.lg.jp/		本文に自治体名を確認
204811	長野県	池田町	https://www.ikedamachi.net/	https://ikeda-kanko.jp/	検索で特定 (本文に自治体名を確認)
204820	長野県	松川村	https://www.vill.matsukawa.nagano.jp/	https://www.matsukawamura.com/	本文に自治体名を確認
204854	長野県	白馬村	https://www.vill.hakuba.lg.jp/	https://vill-hakuba.nagano.jp/	本文に自治体名を確認
204862	長野県	小谷村	https://www.vill.otari.nagano.jp/	https://info-otari.jp/	本文に自治体名を確認
205214	長野県	坂城町	https://www.town.sakaki.nagano.jp/	http://www.sakaki-kanko.com/	本文に自治体名を確認
205419	長野県	小布施町	https://www.town.obuse.nagano.jp/	https://www.obusekanko.jp/	本文に自治体名を確認
205435	長野県	高山村	https://www.vill.takayama.nagano.jp/	http://shinshu-takayama-onsenkyo.com/	本文に自治体名を確認
205613	長野県	山ノ内町	https://www.town.yamanouchi.nagano.jp/	https://www.info-yamanouchi.net/	検索で特定 (本文に自治体名を確認)
205621	長野県	木島平村	https://www.vill.kijimadaira.lg.jp/		本文に自治体名を確認
205630	長野県	野沢温泉村	https://www.vill.nozawaonsen.nagano.jp/	https://nozawakanko.jp/	本文に自治体名を確認
205834	長野県	信濃町	https://www.town.shinano.lg.jp/		本文に自治体名を確認
205885	長野県	小川村	https://www.vill.ogawa.nagano.jp/		本文に自治体名を確認
205907	長野県	飯綱町	https://www.town.iizuna.nagano.jp/	http://1127.info/	本文に自治体名を確認
206024	長野県	栄村	http://www.vill.sakae.nagano.jp/	http://sakae-akiyamago.com/	検索で特定 (本文に自治体名を確認)
212016	岐阜県	岐阜市	https://www.city.gifu.lg.jp/	https://www.gifucvb.or.jp/	本文に自治体名を確認
212024	岐阜県	大垣市	https://www.city.ogaki.lg.jp/	http://www.ogakikanko.jp/	本文に自治体名を確認
212032	岐阜県	高山市	https://www.city.takayama.lg.jp/	https://www.hidatakayama.or.jp/	本文に自治体名を確認
212041	岐阜県	多治見市	https://www.city.tajimi.lg.jp/		本文に自治体名を確認
212059	岐阜県	関市	https://www.city.seki.lg.jp/	https://sekikanko.jp/	本文に自治体名を確認
212067	岐阜県	中津川市	https://www.city.nakatsugawa.lg.jp/	https://www.nakatsugawa-kankou.com/	本文に自治体名を確認
212075	岐阜県	美濃市	https://www.city.mino.gifu.jp/	https://minokanko.com/	本文に自治体名を確認
212083	岐阜県	瑞浪市	https://www.city.mizunami.lg.jp/	https://xn--w0w51m.com/	本文に自治体名を確認
212091	岐阜県	羽島市	https://www.city.hashima.lg.jp/	https://www.hashimakanko.jp/	本文に自治体名を確認
212105	岐阜県	恵那市	https://www.city.ena.lg.jp/	https://www.kankou-ena.jp/	本文に自治体名を確認
212113	岐阜県	美濃加茂市	https://www.city.minokamo.lg.jp/	https://www.minokamo-kanko.jp/	本文に自治体名を確認
212121	岐阜県	土岐市	https://www.city.toki.lg.jp/	https://toki-kankou.jp/	本文に自治体名を確認
212130	岐阜県	各務原市	https://www.city.kakamigahara.lg.jp/	https://kakamigahara-kankou.jp/	本文に自治体名を確認
212148	岐阜県	可児市	https://www.city.kani.lg.jp/	https://kani-kankou.jp/	本文に自治体名を確認
