prefecture	municipality	designation	kind	name	source_url	municipality_raw	tobunken_id	level	kana	kind1	kind2	address	date_note	organization	ref_url
東京都	あきる野市	2000/3/6 都指定無形民俗文化財	無形民俗文化財	秋川歌舞伎	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000001	都道府県指定		民俗芸能	渡来芸・舞台芸	あきる野市二宮	新暦9月9日に二宮神社で公開	秋川歌舞伎保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	伊奈宮本囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000064	市区町村指定		民俗芸能	風流	あきる野市伊奈(宮本)	新暦9月敬老の日前の土日曜日に正一位岩走神社祭礼で公開	伊奈宮本囃子保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	伊奈新宿囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000065	市区町村指定		民俗芸能	風流	あきる野市伊奈(新宿)	新暦9月敬老の日前の土日曜日に正一位岩走神社祭礼で公開	伊奈新宿囃子保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	伊奈本町囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000066	市区町村指定		民俗芸能	風流	あきる野市伊奈(本町)	新暦9月敬老の日前の土日に正一位岩走神社祭礼で公開	伊奈本町囃子保存会	
東京都	あきる野市	未指定無形民俗文化財	無形民俗文化財	亥の子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000068	未指定		風俗慣習	祭礼（信仰）	あきる野市渕上	新暦10月9日に渕上町内で公開	渕上町内会	
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	引田ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000076	市区町村指定		民俗芸能	風流	あきる野市引田	新暦4月8日に近い日曜日に引田三社祭で公開、新暦7月12日に代継八雲神社祭礼で公開	引田囃子保存会	
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	引田獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000077	市区町村指定		民俗芸能	風流	あきる野市引田	新暦8月16日に真照寺、大宮神社、八雲神社、熊野神社他で公開	鹿島流獅子舞引田保存会	
東京都	あきる野市	1981 市指定無形民俗文化財	無形民俗文化財	雨間ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000078	市区町村指定		民俗芸能	風流	あきる野市雨間	新暦9月27日に雨武主神社例大祭で公開、新暦春祭4月5日に雨武主神社例大祭で公開、新暦秋祭11月23日に雨武主神社例大祭で公開、新暦7月26日に南郷八雲神社･北郷八雲神社祭礼で公開	雨間はやし保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	栄会囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000080	市区町村指定		民俗芸能	風流	あきる野市五日市(栄町)	新暦9月28-30日に阿伎留神社祭礼で公開	榮会囃子連	
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	小宮神社獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000101	市区町村指定		民俗芸能	風流	あきる野市草花(小宮)	新暦9月23日に小宮神社で公開	小宮神社獅子舞保存会	
東京都	あきる野市	2010/11/25 市指定無形民俗文化財	無形民俗文化財	小中野囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000111	市区町村指定	こなかのばやし	民俗芸能	風流	あきる野市	不明		
東京都	あきる野市	2010/11/25 市指定無形民俗文化財	無形民俗文化財	落合囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000118	市区町村指定	おちあいばやし	民俗芸能	風流	あきる野市雨間	新暦4月3日に近い土日に八幡神社･春日明神社･大戸里神社例祭で公開	落合囃子保存会	
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	尾崎ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000120	市区町村指定		民俗芸能	風流	あきる野市菅生(尾崎)	新暦4月29日に尾崎観音(宝蔵寺)祭礼で公開	尾崎はやし保存会	
東京都	あきる野市	2010/11/25 市指定無形民俗文化財	無形民俗文化財	尾崎獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000121	市区町村指定	おざきししまい	民俗芸能	風流	あきる野市菅生(尾崎)	新暦4月29日に宝蔵寺(尾崎観音)で公開、新暦9月23日に宝蔵寺(尾崎観音)で公開	尾崎町内会	
東京都	あきる野市	未指定無形民俗文化財	無形民俗文化財	鉦はり念仏	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000139	未指定		風俗慣習	祭礼（信仰）	あきる野市二宮	新暦10月中旬土曜に玉泉寺で公開	二宮お十夜鉦はり保存会	
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	上代継獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000152	市区町村指定		民俗芸能	風流	あきる野市上代継	新暦9月最終日曜に上代継町内4ヶ所で公開	上代継獅子舞保存会	
東京都	あきる野市	未指定無形民俗文化財	無形民俗文化財	下養沢の獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000233	未指定		民俗芸能	風流	あきる野市養沢	新暦7月15日前後の日曜に八坂神社、下養沢会館前広場で公開	下養沢地区有志	
東京都	あきる野市	1981 市指定無形民俗文化財	無形民俗文化財	森山ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000265	市区町村指定		民俗芸能	風流	あきる野市草花(森山)	新暦3月に森山神社春祭で公開、新暦9月に森山神社秋祭で公開	森山はやし保存会	
東京都	あきる野市	未指定無形民俗文化財	無形民俗文化財	菅生の獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000276	未指定		民俗芸能	風流	あきる野市菅生	現在は廃絶		
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	瀬戸岡獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000277	市区町村指定		民俗芸能	風流	あきる野市瀬戸岡	新暦9月20日に瀬戸岡神明社、珠陽院他で公開	瀬戸岡獅子舞保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	星竹嵐除獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000282	市区町村指定		民俗芸能	風流	あきる野市戸倉(星竹)	新暦9月第1土曜に星竹神明宮星竹嵐除獅子祭で公開	星竹嵐除獅子舞保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	星竹囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000283	市区町村指定		民俗芸能	風流	あきる野市戸倉(星竹)	新暦4月第3日曜他に星竹神明宮例大祭で公開	星竹囃子連	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	西戸倉棒使い	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000291	市区町村指定		民俗芸能	その他（民俗芸能）	あきる野市戸倉	新暦9月第1土曜に星竹嵐除獅子祭で公開、新暦9月第1日曜に西戸倉八雲神社例大祭で公開	西戸倉棒使い保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	高尾獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000310	市区町村指定		民俗芸能	風流	あきる野市高尾	新暦9月9日に近い日曜に高尾町内7ヶ所で公開	高尾獅子舞保存会	
東京都	あきる野市	1981 市指定無形民俗文化財	無形民俗文化財	野辺はやし神楽	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000366	市区町村指定		民俗芸能	神楽	あきる野市野辺	新暦7月25日直近土日に野辺八雲神社祭礼で公開	野辺はやし神楽保存会	
東京都	あきる野市	1981 市指定無形民俗文化財	無形民俗文化財	二宮ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000407	市区町村指定		民俗芸能	風流	あきる野市二宮	新暦9月8･9日に二宮神社例大祭(しょうが祭)で公開	二宮はやし連	
東京都	あきる野市	2010/11/25 市指定無形民俗文化財	無形民俗文化財	本郷囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000443	市区町村指定	ほんごうばやし	民俗芸能	風流	あきる野市	不明		
東京都	あきる野市	1974 市指定無形民俗文化財	無形民俗文化財	油平ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000466	市区町村指定		民俗芸能	風流	あきる野市油平	新暦9月15日に油平八幡神社祭礼で公開	油平はやし保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	山田獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000472	市区町村指定		民俗芸能	風流	あきる野市山田	新暦9月第1土日に山田会館･山田天神社･山田八幡神社等で公開	山田獅子舞保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	乙津丸一大神楽	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000487	市区町村指定		民俗芸能	神楽	あきる野市乙津	新暦9月第1日曜に乙津神明社例大祭で公開	乙津丸一大神楽保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	五日市入野獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000495	市区町村指定		民俗芸能	風流	あきる野市五日市･入野	新暦9月28-30日に阿伎留神社祭礼で公開、新暦4月29日に琴平神社祭礼で公開	五日市入野獅子舞保存会	
東京都	あきる野市	1981 市指定無形民俗文化財	無形民俗文化財	草花ばやし	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000515	市区町村指定		民俗芸能	風流	あきる野市草花	新暦4月15日直近日曜に草花神社春祭で公開、新暦9月19日直近土日に草花神社秋祭で公開	草花はやし保存会	
東京都	あきる野市	1991 市指定無形民俗文化財	無形民俗文化財	留原囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000524	市区町村指定		民俗芸能	風流	あきる野市留原	新暦8月22･23日他に留原八坂神社例大祭で公開	留原囃子保存会	
東京都	あきる野市	2014/3/25 都指定無形民俗文化財	無形民俗文化財	菅生歌舞伎	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あきる野市	m13000568	都道府県指定	すがおかぶき	民俗芸能	渡来芸・舞台芸	あきる野市菅生地区	不明	菅生歌舞伎 菅生一座	
熊本県	あさぎり町	1999/11/29 県指定無形民俗文化財	無形民俗文化財	球磨地方の臼太鼓踊り（庄屋）	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000018	都道府県指定		民俗芸能	風流	熊本県あさぎり町庄屋	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	別府太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000102	市区町村指定		民俗芸能	風流	熊本県あさぎり町岡原北	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	庄屋の猿踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000103	市区町村指定		民俗芸能	風流	熊本県あさぎり町庄屋	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	草津山の棒踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000104	市区町村指定		民俗芸能	風流	熊本県あさぎり町草津山	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	庄屋の槍踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000105	市区町村指定		民俗芸能	風流	熊本県あさぎり町庄屋	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	荒茂の獅子踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000106	市区町村指定		民俗芸能	風流	熊本県あさぎり町荒茂	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	下里臼太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000107	市区町村指定		民俗芸能	風流	熊本県あさぎり町下里	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	植深田臼太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000108	市区町村指定		民俗芸能	風流	熊本県あさぎり町植深田	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	平山ねえさんおどり	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000109	市区町村指定		民俗芸能	風流	熊本県あさぎり町平山	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	上手石坂棒踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000110	市区町村指定		民俗芸能	風流	熊本県あさぎり町上手	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	しゅんなめじよ	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000111	市区町村指定		風俗慣習	年中行事	熊本県あさぎり町中島	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	浜ノ上臼太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000112	市区町村指定		民俗芸能	風流	熊本県あさぎり町浜ノ上	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	阿蘇槍踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000113	市区町村指定		民俗芸能	風流	熊本県あさぎり町阿蘇	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	阿蘇虎踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000114	市区町村指定		民俗芸能	風流	熊本県あさぎり町阿蘇	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	才園太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000115	市区町村指定		民俗芸能	風流	熊本県あさぎり町永才	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	下免田太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000116	市区町村指定		民俗芸能	風流	熊本県あさぎり町下免田	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	九州相良古代踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000117	市区町村指定		民俗芸能	風流	熊本県あさぎり町二子	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	久鹿の太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000118	市区町村指定		民俗芸能	風流	熊本県あさぎり町久鹿	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	下免田の猿踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000119	市区町村指定		民俗芸能	風流	熊本県あさぎり町下免田	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	上村白髪神社球磨神楽	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000120	市区町村指定		民俗芸能	神楽	熊本県あさぎり町麓	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	太鼓踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000121	市区町村指定		民俗芸能	風流	熊本県あさぎり町柳別府	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
熊本県	あさぎり町	町指定無形民俗文化財	無形民俗文化財	虎踊り	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あさぎり町	m43000122	市区町村指定		民俗芸能	風流	熊本県あさぎり町塚ノ脇	不明		https://www.pref.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&amp;amp;class_set_id=1&amp;amp;class_id=1768
愛知県	あま市	2012/10/22 市指定無形民俗文化財	無形民俗文化財	下之森オコワ祭	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あま市	m23000049	市区町村指定		風俗慣習	祭礼（信仰）	あま市七宝町下之森屋敷	新暦2月11日に公開		
愛知県	あま市	1985/04/22 市指定無形民俗文化財	無形民俗文化財	香の物祭	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あま市	m23000115	市区町村指定		風俗慣習	祭礼（信仰）	あま市上萱津車屋	不明	萱津神社	
愛知県	あま市	2016/02/25 市指定無形民俗文化財	無形民俗文化財	二十五菩薩お練り供養	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あま市	m23000382	市区町村指定	にじゅうごぼさつおねりくよう	風俗慣習	祭礼（信仰）	あま市蜂須賀大寺	新暦4月第3日曜日に池鈴山蓮華寺で公開	池鈴山蓮華寺	
愛知県	あま市	2012/10/22 市指定無形民俗文化財	無形民俗文化財	木田八劔社湯の花神事	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あま市	m23000452	市区町村指定		風俗慣習	祭礼（信仰）	あま市木田宮東	新暦10月の第2日曜日に木田地区の八劔社で公開		
福井県	あわら市	2016/5/24 市指定無形民俗文化財	無形民俗文化財	金津祭	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あわら市	m18000023	市区町村指定	かなづまつり	風俗慣習	祭礼（信仰）	金津地区（25区）	海の日を含む直前の土曜日からの3日間に公開	金津祭保存会	
福井県	あわら市	1994/5/20 県指定無形民俗文化財	無形民俗文化財	北潟古謡どっしゃどっしゃ	https://mukeinet.tobunken.go.jp/index.php?gid=10027	あわら市	m18000027	都道府県指定	きたがたこようどっしゃどっしゃ	民俗芸能	音楽	あわら市北潟	7月21日前後、8月14～15日に公開	北潟民謡保存会	
千葉県	いすみ市	1987/02/27 県指定無形民俗文化財	無形民俗文化財	大寺の三番叟	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いすみ市	m12000057	都道府県指定		民俗芸能	渡来芸・舞台芸	いすみ市下布施	新暦秋に千葉県いすみ市下布施白山神社で公開		
千葉県	いすみ市	1983/06/27 市指定無形民俗文化財	無形民俗文化財	国府台神楽囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いすみ市	m12000172	市区町村指定		民俗芸能	神楽	いすみ市国府台	新暦9月中旬の祭礼にいすみ市国府台の国吉神社で公開	国府台神楽囃子保存会	
千葉県	いすみ市	2005/11/18 市指定無形民俗文化財	無形民俗文化財	作田稲荷囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いすみ市	m12000179	市区町村指定		民俗芸能	音楽	いすみ市作田地区	いすみ市作田地区で公開	稲荷囃子保存会	
千葉県	いすみ市	2005/11/22 市指定無形民俗文化財	無形民俗文化財	畑の神楽	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いすみ市	m12000256	市区町村指定		民俗芸能	神楽	いすみ市山田	いすみ市山田で公開	畑神楽保存会	
千葉県	いすみ市	1983/06/27 市指定無形民俗文化財	無形民俗文化財	弥正神楽囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いすみ市	m12000292	市区町村指定		民俗芸能	神楽	いすみ市弥正	新暦7月上旬・新暦9月中旬にいすみ市弥正の祭礼で公開	弥正神楽囃子保存会	
鹿児島県	いちき串木野市	1962/10/24 県指定重要無形民俗文化財	無形民俗文化財	羽島崎神社春祭に伴う芸能(田打,船持祝)	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いちき串木野市	m46000007	国指定		民俗芸能	風流	いちき串木野市羽島	不明	羽島崎神杜太郎太郎祭保存会	
鹿児島県	いちき串木野市	1981/1/21 国指定重要無形民俗文化財	無形民俗文化財	市来の七夕踊	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いちき串木野市	m46000040	国指定	いちきのたなばたおどり	民俗芸能	風流	いちき串木野市大里	旧暦七夕の日に公開	七夕踊保存会	http://www.bunka.go.jp/bsys/maindetails.asp?register_id=302&amp;item_id=153
鹿児島県	いちき串木野市	1962/10/24 県指定重要無形民俗文化財	無形民俗文化財	深田神社春祭に伴う芸能（田打)	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いちき串木野市	m46000057	国指定		民俗芸能	田楽	いちき串木野市下名	不明	深田神社ガウンガウン祭保存会	
三重県	いなべ市	2003/3/3 市指定無形民俗文化財	無形民俗文化財	八幡祭	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いなべ市	m24000262	市区町村指定		風俗慣習	祭礼（信仰）	いなべ市北勢町阿下喜	新暦7月下旬に大西神社で公開		
三重県	いなべ市	1997/1/22 市指定無形民俗文化財	無形民俗文化財	大井田弁天祭	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いなべ市	m24000263	市区町村指定		風俗慣習	祭礼（信仰）	いなべ市大安町大井田	新暦8月25日に大井田御厨神明神社で公開		
三重県	いなべ市	1997/1/22 市指定無形民俗文化財	無形民俗文化財	鴨神社夜火松明	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いなべ市	m24000264	市区町村指定		風俗慣習	祭礼（信仰）	いなべ市大安町丹生川上	3年に1度新暦10月第3土曜日に鴨神社で公開		
三重県	いなべ市	1983/5/12 市指定無形民俗文化財	無形民俗文化財	坂本曳山車囃子	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いなべ市	m24000265	市区町村指定		民俗芸能	音楽	いなべ市藤原町坂本	鳴谷神社で公開		
三重県	いなべ市	1983/5/12 市指定無形民俗文化財	無形民俗文化財	下野尻春日神社奉納獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いなべ市	m24000266	市区町村指定		民俗芸能	神楽	いなべ市藤原町下野尻	春日神社で公開		
高知県	いの町	1989/2/29 町指定無形民俗文化財	無形民俗文化財	椙本神社御神幸及び古式神事	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いの町	m39000056	市区町村指定	すぎもとじんじゃごしんこうおよびこしきしんじ	風俗慣習	祭礼（信仰）	いの町	不明	椙本神社	
高知県	いの町	1969/8/8 県指定無形民俗文化財	無形民俗文化財	土佐の獅子踊（津賀之谷獅子舞）	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いの町	m39000081	都道府県指定	とさのししおどり（つがのたにししまい）	民俗芸能	神楽	いの町津賀之谷川内神社 （旧吾北村）	不明	津賀谷獅子舞保存会	
高知県	いの町	1982/8/1 町指定無形民俗文化財	無形民俗文化財	本川花とり	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いの町	m39000118	市区町村指定	ほんがわはなとり	民俗芸能	風流	いの町桑瀬	不明	本川花とり保存会	
福島県	いわき市	1983/3/25 県指定無形民俗文化財	無形民俗文化財	飯野八幡宮の流鏑馬と献饌	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000068	都道府県指定		風俗慣習	祭礼（信仰）	いわき市平字八幡小路	不明	飯野八幡宮	
福島県	いわき市	1996/3/22 県指定無形民俗文化財	無形民俗文化財	上三坂のヤッチキ踊とサンヨー踊	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000069	都道府県指定		民俗芸能	風流	いわき市上三坂字山上前	不明	いわきやっちき踊り保存会	
福島県	いわき市	2001/3/30 県指定無形民俗文化財	無形民俗文化財	渡戸の獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000070	都道府県指定		民俗芸能	風流	いわき市三和町渡戸字宿	不明	渡戸区	
福島県	いわき市	2008/4/4 県指定無形民俗文化財	無形民俗文化財	磐城大国魂神社のお潮採り神事	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000071	都道府県指定		風俗慣習	祭礼（信仰）	いわき市平菅波字宮前	不明	大国魂神社氏子会	
福島県	いわき市	2010/5/21 県指定無形民俗文化財	無形民俗文化財	絹谷の獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000072	都道府県指定		民俗芸能	風流	いわき市平絹谷字諏訪作 諏訪神社	不明	絹谷獅子舞保存会	
福島県	いわき市	2010/5/21 県指定無形民俗文化財	無形民俗文化財	下高久の獅子舞	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000073	都道府県指定		民俗芸能	風流	いわき市平下高久字八幡 八幡神社	不明	下高久区	
福島県	いわき市	1976/5/4 国指定重要無形民俗文化財	無形民俗文化財	御宝殿の稚児田楽・風流	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市	m07000084	国指定	ごほうでんのちごでんがくふりゅう	民俗芸能	田楽	いわき市錦町御宝殿	新暦7月31日・8月1日に熊野神社で公開	御宝殿熊野神社田楽保存会	http://www.bunka.go.jp/bsys/maindetails.asp?register_id=302&amp;item_id=27
福島県	(県全域)	1990/3/9 記録作成等の措置を講ずべき無形の民俗文化財	無形民俗文化財	南奥羽の水祝儀	https://mukeinet.tobunken.go.jp/index.php?gid=10027	いわき市,三春町	m07000098	国選択	みなみおううのみずしゅうぎ	風俗慣習	人生・儀礼	福島県いわき市沼之内、三春町西方など・宮崎町小泉、角田市尾山など	正月に公開	特定せず	http://www.bunka.go.jp/bsys/maindetails.asp?register_id=312&amp;item_id=173
