code	prefecture	municipality	type	pref_kana	muni_kana	pref_romaji	muni_romaji
204307	長野県	大桑村	村	ナガノケン	オオクワムラ	nagano	okuwa
204323	長野県	木曽町	町	ナガノケン	キソマチ	nagano	kiso
204463	長野県	麻績村	村	ナガノケン	オミムラ	nagano	omi
204480	長野県	生坂村	村	ナガノケン	イクサカムラ	nagano	ikusaka
204501	長野県	山形村	村	ナガノケン	ヤマガタムラ	nagano	yamagata
204510	長野県	朝日村	村	ナガノケン	アサヒムラ	nagano	asahi
204528	長野県	筑北村	村	ナガノケン	チクホクムラ	nagano	chikuhoku
204811	長野県	池田町	町	ナガノケン	イケダマチ	nagano	ikeda
204820	長野県	松川村	村	ナガノケン	マツカワムラ	nagano	matsukawa
204854	長野県	白馬村	村	ナガノケン	ハクバムラ	nagano	hakuba
204862	長野県	小谷村	村	ナガノケン	オタリムラ	nagano	otari
205214	長野県	坂城町	町	ナガノケン	サカキマチ	nagano	sakaki
205419	長野県	小布施町	町	ナガノケン	オブセマチ	nagano	obuse
205435	長野県	高山村	村	ナガノケン	タカヤマムラ	nagano	takayama
205613	長野県	山ノ内町	町	ナガノケン	ヤマノウチマチ	nagano	yamanochi
205621	長野県	木島平村	村	ナガノケン	キジマダイラムラ	nagano	kijimadaira
205630	長野県	野沢温泉村	村	ナガノケン	ノザワオンセンムラ	nagano	nozawaonsen
205834	長野県	信濃町	町	ナガノケン	シナノマチ	nagano	shinano
205885	長野県	小川村	村	ナガノケン	オガワムラ	nagano	ogawa
205907	長野県	飯綱町	町	ナガノケン	イイヅナマチ	nagano	iizuna
206024	長野県	栄村	村	ナガノケン	サカエムラ	nagano	sakae
212016	岐阜県	岐阜市	市	ギフケン	ギフシ	gi	gifu
212024	岐阜県	大垣市	市	ギフケン	オオガキシ	gi	ogaki
212032	岐阜県	高山市	市	ギフケン	タカヤマシ	gi	takayama
212041	岐阜県	多治見市	市	ギフケン	タジミシ	gi	tajimi
212059	岐阜県	関市	市	ギフケン	セキシ	gi	seki
212067	岐阜県	中津川市	市	ギフケン	ナカツガワシ	gi	nakatsugawa
212075	岐阜県	美濃市	市	ギフケン	ミノシ	gi	mino
212083	岐阜県	瑞浪市	市	ギフケン	ミズナミシ	gi	mizunami
212091	岐阜県	羽島市	市	ギフケン	ハシマシ	gi	hashima
212105	岐阜県	恵那市	市	ギフケン	エナシ	gi	ena
212113	岐阜県	美濃加茂市	市	ギフケン	ミノカモシ	gi	minokamo
212121	岐阜県	土岐市	市	ギフケン	トキシ	gi	toki
212130	岐阜県	各務原市	市	ギフケン	カカミガハラシ	gi	kakamigahara
212148	岐阜県	可児市	市	ギフケン	カニシ	gi	kani
212156	岐阜県	山県市	市	ギフケン	ヤマガタシ	gi	yamagata
212164	岐阜県	瑞穂市	市	ギフケン	ミズホシ	gi	mizuho
212172	岐阜県	飛騨市	市	ギフケン	ヒダシ	gi	hida
212181	岐阜県	本巣市	市	ギフケン	モトスシ	gi	motosu
212199	岐阜県	郡上市	市	ギフケン	グジョウシ	gi	gujo
212202	岐阜県	下呂市	市	ギフケン	ゲロシ	gi	gero
212211	岐阜県	海津市	市	ギフケン	カイヅシ	gi	kaizu
213021	岐阜県	岐南町	町	ギフケン	ギナンチョウ	gi	ginan
213039	岐阜県	笠松町	町	ギフケン	カサマツチョウ	gi	kasamatsu
213411	岐阜県	養老町	町	ギフケン	ヨウロウチョウ	gi	yoro
213616	岐阜県	垂井町	町	ギフケン	タルイチョウ	gi	tarui
213624	岐阜県	関ケ原町	町	ギフケン	セキガハラチョウ	gi	sekigahara
213811	岐阜県	神戸町	町	ギフケン	ゴウドチョウ	gi	godo
213829	岐阜県	輪之内町	町	ギフケン	ワノウチチョウ	gi	wanochi
213837	岐阜県	安八町	町	ギフケン	アンパチチョウ	gi	ampachi
214019	岐阜県	揖斐川町	町	ギフケン	イビガワチョウ	gi	ibigawa
214035	岐阜県	大野町	町	ギフケン	オオノチョウ	gi	ono
214043	岐阜県	池田町	町	ギフケン	イケダチョウ	gi	ikeda
214213	岐阜県	北方町	町	ギフケン	キタガタチョウ	gi	kitagata
215015	岐阜県	坂祝町	町	ギフケン	サカホギチョウ	gi	sakahogi
215023	岐阜県	富加町	町	ギフケン	トミカチョウ	gi	tomika
215031	岐阜県	川辺町	町	ギフケン	カワベチョウ	gi	kawabe
215040	岐阜県	七宗町	町	ギフケン	ヒチソウチョウ	gi	hichiso
215058	岐阜県	八百津町	町	ギフケン	ヤオツチョウ	gi	yaotsu
215066	岐阜県	白川町	町	ギフケン	シラカワチョウ	gi	shirakawa
215074	岐阜県	東白川村	村	ギフケン	ヒガシシラカワムラ	gi	higashishirakawa
215210	岐阜県	御嵩町	町	ギフケン	ミタケチョウ	gi	mitake
216046	岐阜県	白川村	村	ギフケン	シラカワムラ	gi	shirakawa
221007	静岡県	静岡市	市	シズオカケン	シズオカシ	shizuoka	shizuoka
221309	静岡県	浜松市	市	シズオカケン	ハママツシ	shizuoka	hamamatsu
222038	静岡県	沼津市	市	シズオカケン	ヌマヅシ	shizuoka	numazu
222054	静岡県	熱海市	市	シズオカケン	アタミシ	shizuoka	atami
222062	静岡県	三島市	市	シズオカケン	ミシマシ	shizuoka	mishima
222071	静岡県	富士宮市	市	シズオカケン	フジノミヤシ	shizuoka	fujinomiya
222089	静岡県	伊東市	市	シズオカケン	イトウシ	shizuoka	ito
222097	静岡県	島田市	市	シズオカケン	シマダシ	shizuoka	shimada
222101	静岡県	富士市	市	シズオカケン	フジシ	shizuoka	fuji
222119	静岡県	磐田市	市	シズオカケン	イワタシ	shizuoka	iwata
222127	静岡県	焼津市	市	シズオカケン	ヤイヅシ	shizuoka	yaizu
222135	静岡県	掛川市	市	シズオカケン	カケガワシ	shizuoka	kakegawa
222143	静岡県	藤枝市	市	シズオカケン	フジエダシ	shizuoka	fujieda
222151	静岡県	御殿場市	市	シズオカケン	ゴテンバシ	shizuoka	gotemba
222160	静岡県	袋井市	市	シズオカケン	フクロイシ	shizuoka	fukuroi
222194	静岡県	下田市	市	シズオカケン	シモダシ	shizuoka	shimoda
222208	静岡県	裾野市	市	シズオカケン	スソノシ	shizuoka	susono
222216	静岡県	湖西市	市	シズオカケン	コサイシ	shizuoka	kosai
222224	静岡県	伊豆市	市	シズオカケン	イズシ	shizuoka	izu
222232	静岡県	御前崎市	市	シズオカケン	オマエザキシ	shizuoka	omaezaki
222241	静岡県	菊川市	市	シズオカケン	キクガワシ	shizuoka	kikugawa
222259	静岡県	伊豆の国市	市	シズオカケン	イズノクニシ	shizuoka	izunokuni
222267	静岡県	牧之原市	市	シズオカケン	マキノハラシ	shizuoka	makinohara
223018	静岡県	東伊豆町	町	シズオカケン	ヒガシイズチョウ	shizuoka	higashiizu
223026	静岡県	河津町	町	シズオカケン	カワヅチョウ	shizuoka	kawazu
223042	静岡県	南伊豆町	町	シズオカケン	ミナミイズチョウ	shizuoka	minamiizu
223051	静岡県	松崎町	町	シズオカケン	マツザキチョウ	shizuoka	matsuzaki
223069	静岡県	西伊豆町	町	シズオカケン	ニシイズチョウ	shizuoka	nishiizu
223255	静岡県	函南町	町	シズオカケン	カンナミチョウ	shizuoka	kannami
223417	静岡県	清水町	町	シズオカケン	シミズチョウ	shizuoka	shimizu
223425	静岡県	長泉町	町	シズオカケン	ナガイズミチョウ	shizuoka	nagaizumi
223441	静岡県	小山町	町	シズオカケン	オヤマチョウ	shizuoka	oyama
224243	静岡県	吉田町	町	シズオカケン	ヨシダチョウ	shizuoka	yoshida
224294	静岡県	川根本町	町	シズオカケン	カワネホンチョウ	shizuoka	kawanehon
224618	静岡県	森町	町	シズオカケン	モリマチ	shizuoka	mori
231002	愛知県	名古屋市	市	アイチケン	ナゴヤシ	aichi	nagoya
232017	愛知県	豊橋市	市	アイチケン	トヨハシシ	aichi	toyohashi
232025	愛知県	岡崎市	市	アイチケン	オカザキシ	aichi	okazaki
232033	愛知県	一宮市	市	アイチケン	イチノミヤシ	aichi	ichinomiya
232041	愛知県	瀬戸市	市	アイチケン	セトシ	aichi	seto
232050	愛知県	半田市	市	アイチケン	ハンダシ	aichi	handa
232068	愛知県	春日井市	市	アイチケン	カスガイシ	aichi	kasugai
232076	愛知県	豊川市	市	アイチケン	トヨカワシ	aichi	toyokawa
232084	愛知県	津島市	市	アイチケン	ツシマシ	aichi	tsushima
232092	愛知県	碧南市	市	アイチケン	ヘキナンシ	aichi	hekinan
232106	愛知県	刈谷市	市	アイチケン	カリヤシ	aichi	kariya
232114	愛知県	豊田市	市	アイチケン	トヨタシ	aichi	toyota
232122	愛知県	安城市	市	アイチケン	アンジョウシ	aichi	anjo
232131	愛知県	西尾市	市	アイチケン	ニシオシ	aichi	nishio
232149	愛知県	蒲郡市	市	アイチケン	ガマゴオリシ	aichi	gamagoori
232157	愛知県	犬山市	市	アイチケン	イヌヤマシ	aichi	inuyama
232165	愛知県	常滑市	市	アイチケン	トコナメシ	aichi	tokoname
232173	愛知県	江南市	市	アイチケン	コウナンシ	aichi	konan
232190	愛知県	小牧市	市	アイチケン	コマキシ	aichi	komaki
232203	愛知県	稲沢市	市	アイチケン	イナザワシ	aichi	inazawa
232211	愛知県	新城市	市	アイチケン	シンシロシ	aichi	shinshiro
232220	愛知県	東海市	市	アイチケン	トウカイシ	aichi	tokai
232238	愛知県	大府市	市	アイチケン	オオブシ	aichi	obu
232246	愛知県	知多市	市	アイチケン	チタシ	aichi	chita
232254	愛知県	知立市	市	アイチケン	チリュウシ	aichi	chiryu
232262	愛知県	尾張旭市	市	アイチケン	オワリアサヒシ	aichi	owariasahi
232271	愛知県	高浜市	市	アイチケン	タカハマシ	aichi	takahama
232289	愛知県	岩倉市	市	アイチケン	イワクラシ	aichi	iwakura
232297	愛知県	豊明市	市	アイチケン	トヨアケシ	aichi	toyoake
232301	愛知県	日進市	市	アイチケン	ニッシンシ	aichi	nisshin
232319	愛知県	田原市	市	アイチケン	タハラシ	aichi	tahara
232327	愛知県	愛西市	市	アイチケン	アイサイシ	aichi	aisai
232335	愛知県	清須市	市	アイチケン	キヨスシ	aichi	kiyosu
232343	愛知県	北名古屋市	市	アイチケン	キタナゴヤシ	aichi	kitanagoya
232351	愛知県	弥富市	市	アイチケン	ヤトミシ	aichi	yatomi
232360	愛知県	みよし市	市	アイチケン	ミヨシシ	aichi	miyoshi
232378	愛知県	あま市	市	アイチケン	アマシ	aichi	ama
232386	愛知県	長久手市	市	アイチケン	ナガクテシ	aichi	nagakute
233021	愛知県	東郷町	町	アイチケン	トウゴウチョウ	aichi	togo
233421	愛知県	豊山町	町	アイチケン	トヨヤマチョウ	aichi	toyoyama
233617	愛知県	大口町	町	アイチケン	オオグチチョウ	aichi	oguchi
233625	愛知県	扶桑町	町	アイチケン	フソウチョウ	aichi	fuso
234249	愛知県	大治町	町	アイチケン	オオハルチョウ	aichi	oharu
234257	愛知県	蟹江町	町	アイチケン	カニエチョウ	aichi	kanie
234273	愛知県	飛島村	村	アイチケン	トビシマムラ	aichi	tobishima
234419	愛知県	阿久比町	町	アイチケン	アグイチョウ	aichi	agui
234427	愛知県	東浦町	町	アイチケン	ヒガシウラチョウ	aichi	higashiura
234451	愛知県	南知多町	町	アイチケン	ミナミチタチョウ	aichi	minamichita
234460	愛知県	美浜町	町	アイチケン	ミハマチョウ	aichi	mihama
234478	愛知県	武豊町	町	アイチケン	タケトヨチョウ	aichi	taketoyo
235016	愛知県	幸田町	町	アイチケン	コウタチョウ	aichi	kota
235610	愛知県	設楽町	町	アイチケン	シタラチョウ	aichi	shitara
235628	愛知県	東栄町	町	アイチケン	トウエイチョウ	aichi	toei
235636	愛知県	豊根村	村	アイチケン	トヨネムラ	aichi	toyone
242012	三重県	津市	市	ミエケン	ツシ	mie	tsu
242021	三重県	四日市市	市	ミエケン	ヨッカイチシ	mie	yokkaichi
242039	三重県	伊勢市	市	ミエケン	イセシ	mie	ise
242047	三重県	松阪市	市	ミエケン	マツサカシ	mie	matsusaka
242055	三重県	桑名市	市	ミエケン	クワナシ	mie	kuwana
242071	三重県	鈴鹿市	市	ミエケン	スズカシ	mie	suzuka
242080	三重県	名張市	市	ミエケン	ナバリシ	mie	nabari
242098	三重県	尾鷲市	市	ミエケン	オワセシ	mie	owase
242101	三重県	亀山市	市	ミエケン	カメヤマシ	mie	kameyama
242110	三重県	鳥羽市	市	ミエケン	トバシ	mie	toba
242128	三重県	熊野市	市	ミエケン	クマノシ	mie	kumano
242144	三重県	いなべ市	市	ミエケン	イナベシ	mie	inabe
242152	三重県	志摩市	市	ミエケン	シマシ	mie	shima
242161	三重県	伊賀市	市	ミエケン	イガシ	mie	iga
243035	三重県	木曽岬町	町	ミエケン	キソサキチョウ	mie	kisosaki
243248	三重県	東員町	町	ミエケン	トウインチョウ	mie	toin
243418	三重県	菰野町	町	ミエケン	コモノチョウ	mie	komono
243434	三重県	朝日町	町	ミエケン	アサヒチョウ	mie	asahi
243442	三重県	川越町	町	ミエケン	カワゴエチョウ	mie	kawagoe
244414	三重県	多気町	町	ミエケン	タキチョウ	mie	taki
244422	三重県	明和町	町	ミエケン	メイワチョウ	mie	meiwa
244431	三重県	大台町	町	ミエケン	オオダイチョウ	mie	odai
244619	三重県	玉城町	町	ミエケン	タマキチョウ	mie	tamaki
244708	三重県	度会町	町	ミエケン	ワタライチョウ	mie	watarai
244716	三重県	大紀町	町	ミエケン	タイキチョウ	mie	taiki
244724	三重県	南伊勢町	町	ミエケン	ミナミイセチョウ	mie	minamiise
245437	三重県	紀北町	町	ミエケン	キホクチョウ	mie	kihoku
245615	三重県	御浜町	町	ミエケン	ミハマチョウ	mie	mihama
245623	三重県	紀宝町	町	ミエケン	キホウチョウ	mie	kiho
252018	滋賀県	大津市	市	シガケン	オオツシ	shiga	otsu
252026	滋賀県	彦根市	市	シガケン	ヒコネシ	shiga	hikone
252034	滋賀県	長浜市	市	シガケン	ナガハマシ	shiga	nagahama
252042	滋賀県	近江八幡市	市	シガケン	オウミハチマンシ	shiga	omihachiman
252069	滋賀県	草津市	市	シガケン	クサツシ	shiga	kusatsu
252077	滋賀県	守山市	市	シガケン	モリヤマシ	shiga	moriyama
252085	滋賀県	栗東市	市	シガケン	リットウシ	shiga	ritto
252093	滋賀県	甲賀市	市	シガケン	コウカシ	shiga	koka
252107	滋賀県	野洲市	市	シガケン	ヤスシ	shiga	yasu
252115	滋賀県	湖南市	市	シガケン	コナンシ	shiga	konan
252123	滋賀県	高島市	市	シガケン	タカシマシ	shiga	takashima
252131	滋賀県	東近江市	市	シガケン	ヒガシオウミシ	shiga	higashiomi
252140	滋賀県	米原市	市	シガケン	マイバラシ	shiga	maibara
253839	滋賀県	日野町	町	シガケン	ヒノチョウ	shiga	hino
253847	滋賀県	竜王町	町	シガケン	リユウオウチョウ	shiga	riyuuo
254258	滋賀県	愛荘町	町	シガケン	アイショウチョウ	shiga	aisho
254410	滋賀県	豊郷町	町	シガケン	トヨサトチョウ	shiga	toyosato
254428	滋賀県	甲良町	町	シガケン	コウラチョウ	shiga	kora
254436	滋賀県	多賀町	町	シガケン	タガチョウ	shiga	taga
261009	京都府	京都市	市	キョウトフ	キョウトシ	kyo	kyoto
262013	京都府	福知山市	市	キョウトフ	フクチヤマシ	kyo	fukuchiyama
262021	京都府	舞鶴市	市	キョウトフ	マイヅルシ	kyo	maizuru
262030	京都府	綾部市	市	キョウトフ	アヤベシ	kyo	ayabe
262048	京都府	宇治市	市	キョウトフ	ウジシ	kyo	uji
262056	京都府	宮津市	市	キョウトフ	ミヤヅシ	kyo	miyazu
262064	京都府	亀岡市	市	キョウトフ	カメオカシ	kyo	kameoka
262072	京都府	城陽市	市	キョウトフ	ジョウヨウシ	kyo	joyo
262081	京都府	向日市	市	キョウトフ	ムコウシ	kyo	muko
262099	京都府	長岡京市	市	キョウトフ	ナガオカキョウシ	kyo	nagaokakyo
262102	京都府	八幡市	市	キョウトフ	ヤワタシ	kyo	yawata
262111	京都府	京田辺市	市	キョウトフ	キョウタナベシ	kyo	kyotanabe
262129	京都府	京丹後市	市	キョウトフ	キョウタンゴシ	kyo	kyotango
262137	京都府	南丹市	市	キョウトフ	ナンタンシ	kyo	nantan
262145	京都府	木津川市	市	キョウトフ	キヅガワシ	kyo	kizugawa
263036	京都府	大山崎町	町	キョウトフ	オオヤマザキチョウ	kyo	oyamazaki
263222	京都府	久御山町	町	キョウトフ	クミヤマチョウ	kyo	kumiyama
263435	京都府	井手町	町	キョウトフ	イデチョウ	kyo	ide
263443	京都府	宇治田原町	町	キョウトフ	ウジタワラチョウ	kyo	ujitawara
263648	京都府	笠置町	町	キョウトフ	カサギチョウ	kyo	kasagi
263656	京都府	和束町	町	キョウトフ	ワヅカチョウ	kyo	wazuka
263664	京都府	精華町	町	キョウトフ	セイカチョウ	kyo	seika
263672	京都府	南山城村	村	キョウトフ	ミナミヤマシロムラ	kyo	minamiyamashiro
264075	京都府	京丹波町	町	キョウトフ	キョウタンバチョウ	kyo	kyotamba
264636	京都府	伊根町	町	キョウトフ	イネチョウ	kyo	ine
264652	京都府	与謝野町	町	キョウトフ	ヨサノチョウ	kyo	yosano
271004	大阪府	大阪市	市	オオサカフ	オオサカシ	osaka	osaka
271403	大阪府	堺市	市	オオサカフ	サカイシ	osaka	sakai
272027	大阪府	岸和田市	市	オオサカフ	キシワダシ	osaka	kishiwada
272035	大阪府	豊中市	市	オオサカフ	トヨナカシ	osaka	toyonaka
272043	大阪府	池田市	市	オオサカフ	イケダシ	osaka	ikeda
272051	大阪府	吹田市	市	オオサカフ	スイタシ	osaka	suita
272060	大阪府	泉大津市	市	オオサカフ	イズミオオツシ	osaka	izumiotsu
272078	大阪府	高槻市	市	オオサカフ	タカツキシ	osaka	takatsuki
272086	大阪府	貝塚市	市	オオサカフ	カイヅカシ	osaka	kaizuka
272094	大阪府	守口市	市	オオサカフ	モリグチシ	osaka	moriguchi
272108	大阪府	枚方市	市	オオサカフ	ヒラカタシ	osaka	hirakata
272116	大阪府	茨木市	市	オオサカフ	イバラキシ	osaka	ibaraki
272124	大阪府	八尾市	市	オオサカフ	ヤオシ	osaka	yao
272132	大阪府	泉佐野市	市	オオサカフ	イズミサノシ	osaka	izumisano
272141	大阪府	富田林市	市	オオサカフ	トンダバヤシシ	osaka	tondabayashi
272159	大阪府	寝屋川市	市	オオサカフ	ネヤガワシ	osaka	neyagawa
272167	大阪府	河内長野市	市	オオサカフ	カワチナガノシ	osaka	kawachinagano
272175	大阪府	松原市	市	オオサカフ	マツバラシ	osaka	matsubara
272183	大阪府	大東市	市	オオサカフ	ダイトウシ	osaka	daito
272191	大阪府	和泉市	市	オオサカフ	イズミシ	osaka	izumi
272205	大阪府	箕面市	市	オオサカフ	ミノオシ	osaka	minoo
272213	大阪府	柏原市	市	オオサカフ	カシワラシ	osaka	kashiwara
272221	大阪府	羽曳野市	市	オオサカフ	ハビキノシ	osaka	habikino
272230	大阪府	門真市	市	オオサカフ	カドマシ	osaka	kadoma
272248	大阪府	摂津市	市	オオサカフ	セッツシ	osaka	settsu
272256	大阪府	高石市	市	オオサカフ	タカイシシ	osaka	takaishi
272264	大阪府	藤井寺市	市	オオサカフ	フジイデラシ	osaka	fujiidera
272272	大阪府	東大阪市	市	オオサカフ	ヒガシオオサカシ	osaka	higashiosaka
272281	大阪府	泉南市	市	オオサカフ	センナンシ	osaka	sennan
272299	大阪府	四條畷市	市	オオサカフ	シジヨウナワテシ	osaka	shijiyonawate
272302	大阪府	交野市	市	オオサカフ	カタノシ	osaka	katano
272311	大阪府	大阪狭山市	市	オオサカフ	オオサカサヤマシ	osaka	osakasayama
272329	大阪府	阪南市	市	オオサカフ	ハンナンシ	osaka	hannan
273015	大阪府	島本町	町	オオサカフ	シマモトチョウ	osaka	shimamoto
273210	大阪府	豊能町	町	オオサカフ	トヨノチョウ	osaka	toyono
273228	大阪府	能勢町	町	オオサカフ	ノセチョウ	osaka	nose
273414	大阪府	忠岡町	町	オオサカフ	タダオカチョウ	osaka	tadaoka
273619	大阪府	熊取町	町	オオサカフ	クマトリチョウ	osaka	kumatori
273627	大阪府	田尻町	町	オオサカフ	タジリチョウ	osaka	tajiri
273660	大阪府	岬町	町	オオサカフ	ミサキチョウ	osaka	misaki
273813	大阪府	太子町	町	オオサカフ	タイシチョウ	osaka	taishi
273821	大阪府	河南町	町	オオサカフ	カナンチョウ	osaka	kanan
273830	大阪府	千早赤阪村	村	オオサカフ	チハヤアカサカムラ	osaka	chihayaakasaka
281000	兵庫県	神戸市	市	ヒョウゴケン	コウベシ	hyogo	kobe
282014	兵庫県	姫路市	市	ヒョウゴケン	ヒメジシ	hyogo	himeji
282022	兵庫県	尼崎市	市	ヒョウゴケン	アマガサキシ	hyogo	amagasaki
282031	兵庫県	明石市	市	ヒョウゴケン	アカシシ	hyogo	akashi
282049	兵庫県	西宮市	市	ヒョウゴケン	ニシノミヤシ	hyogo	nishinomiya
282057	兵庫県	洲本市	市	ヒョウゴケン	スモトシ	hyogo	sumoto
282065	兵庫県	芦屋市	市	ヒョウゴケン	アシヤシ	hyogo	ashiya
282073	兵庫県	伊丹市	市	ヒョウゴケン	イタミシ	hyogo	itami
282081	兵庫県	相生市	市	ヒョウゴケン	アイオイシ	hyogo	aioi
282090	兵庫県	豊岡市	市	ヒョウゴケン	トヨオカシ	hyogo	toyooka
282103	兵庫県	加古川市	市	ヒョウゴケン	カコガワシ	hyogo	kakogawa
282120	兵庫県	赤穂市	市	ヒョウゴケン	アコウシ	hyogo	ako
282138	兵庫県	西脇市	市	ヒョウゴケン	ニシワキシ	hyogo	nishiwaki
282146	兵庫県	宝塚市	市	ヒョウゴケン	タカラヅカシ	hyogo	takarazuka
282154	兵庫県	三木市	市	ヒョウゴケン	ミキシ	hyogo	miki
282162	兵庫県	高砂市	市	ヒョウゴケン	タカサゴシ	hyogo	takasago
282171	兵庫県	川西市	市	ヒョウゴケン	カワニシシ	hyogo	kawanishi
282189	兵庫県	小野市	市	ヒョウゴケン	オノシ	hyogo	ono
282197	兵庫県	三田市	市	ヒョウゴケン	サンダシ	hyogo	sanda
282201	兵庫県	加西市	市	ヒョウゴケン	カサイシ	hyogo	kasai
282219	兵庫県	丹波篠山市	市	ヒョウゴケン	タンバササヤマシ	hyogo	tambasasayama
282227	兵庫県	養父市	市	ヒョウゴケン	ヤブシ	hyogo	yabu
282235	兵庫県	丹波市	市	ヒョウゴケン	タンバシ	hyogo	tamba
282243	兵庫県	南あわじ市	市	ヒョウゴケン	ミナミアワジシ	hyogo	minamiawaji
282251	兵庫県	朝来市	市	ヒョウゴケン	アサゴシ	hyogo	asago
282260	兵庫県	淡路市	市	ヒョウゴケン	アワジシ	hyogo	awaji
282278	兵庫県	宍粟市	市	ヒョウゴケン	シソウシ	hyogo	shiso
282286	兵庫県	加東市	市	ヒョウゴケン	カトウシ	hyogo	kato
282294	兵庫県	たつの市	市	ヒョウゴケン	タツノシ	hyogo	tatsuno
283011	兵庫県	猪名川町	町	ヒョウゴケン	イナガワチョウ	hyogo	inagawa
283657	兵庫県	多可町	町	ヒョウゴケン	タカチョウ	hyogo	taka
283819	兵庫県	稲美町	町	ヒョウゴケン	イナミチョウ	hyogo	inami
283827	兵庫県	播磨町	町	ヒョウゴケン	ハリマチョウ	hyogo	harima
284424	兵庫県	市川町	町	ヒョウゴケン	イチカワチョウ	hyogo	ichikawa
284432	兵庫県	福崎町	町	ヒョウゴケン	フクサキチョウ	hyogo	fukusaki
284467	兵庫県	神河町	町	ヒョウゴケン	カミカワチョウ	hyogo	kamikawa
284645	兵庫県	太子町	町	ヒョウゴケン	タイシチョウ	hyogo	taishi
284815	兵庫県	上郡町	町	ヒョウゴケン	カミゴオリチョウ	hyogo	kamigoori
285013	兵庫県	佐用町	町	ヒョウゴケン	サヨウチョウ	hyogo	sayo
285854	兵庫県	香美町	町	ヒョウゴケン	カミチョウ	hyogo	kami
285862	兵庫県	新温泉町	町	ヒョウゴケン	シンオンセンチョウ	hyogo	shinonsen
292010	奈良県	奈良市	市	ナラケン	ナラシ	nara	nara
292028	奈良県	大和高田市	市	ナラケン	ヤマトタカダシ	nara	yamatotakada
292036	奈良県	大和郡山市	市	ナラケン	ヤマトコオリヤマシ	nara	yamatokooriyama
292044	奈良県	天理市	市	ナラケン	テンリシ	nara	tenri
292052	奈良県	橿原市	市	ナラケン	カシハラシ	nara	kashihara
292061	奈良県	桜井市	市	ナラケン	サクライシ	nara	sakurai
292079	奈良県	五條市	市	ナラケン	ゴジョウシ	nara	gojo
292087	奈良県	御所市	市	ナラケン	ゴセシ	nara	gose
292095	奈良県	生駒市	市	ナラケン	イコマシ	nara	ikoma
292109	奈良県	香芝市	市	ナラケン	カシバシ	nara	kashiba
292117	奈良県	葛城市	市	ナラケン	カツラギシ	nara	katsuragi
292125	奈良県	宇陀市	市	ナラケン	ウダシ	nara	uda
293229	奈良県	山添村	村	ナラケン	ヤマゾエムラ	nara	yamazoe
293423	奈良県	平群町	町	ナラケン	ヘグリチョウ	nara	heguri
293431	奈良県	三郷町	町	ナラケン	サンゴウチョウ	nara	sango
293440	奈良県	斑鳩町	町	ナラケン	イカルガチョウ	nara	ikaruga
293458	奈良県	安堵町	町	ナラケン	アンドチョウ	nara	ando
293610	奈良県	川西町	町	ナラケン	カワニシチョウ	nara	kawanishi
293628	奈良県	三宅町	町	ナラケン	ミヤケチョウ	nara	miyake
293636	奈良県	田原本町	町	ナラケン	タワラモトチョウ	nara	tawaramoto
293857	奈良県	曽爾村	村	ナラケン	ソニムラ	nara	soni
293865	奈良県	御杖村	村	ナラケン	ミツエムラ	nara	mitsue
294012	奈良県	高取町	町	ナラケン	タカトリチョウ	nara	takatori
294021	奈良県	明日香村	村	ナラケン	アスカムラ	nara	asuka
294241	奈良県	上牧町	町	ナラケン	カンマキチョウ	nara	kammaki
294250	奈良県	王寺町	町	ナラケン	オウジチョウ	nara	oji
294268	奈良県	広陵町	町	ナラケン	コウリヨウチョウ	nara	koriyo
294276	奈良県	河合町	町	ナラケン	カワイチョウ	nara	kawai
294411	奈良県	吉野町	町	ナラケン	ヨシノチョウ	nara	yoshino
294420	奈良県	大淀町	町	ナラケン	オオヨドチョウ	nara	oyodo
294438	奈良県	下市町	町	ナラケン	シモイチチョウ	nara	shimoichi
294446	奈良県	黒滝村	村	ナラケン	クロタキムラ	nara	kurotaki
294462	奈良県	天川村	村	ナラケン	テンカワムラ	nara	tenkawa
294471	奈良県	野迫川村	村	ナラケン	ノセガワムラ	nara	nosegawa
294497	奈良県	十津川村	村	ナラケン	トツカワムラ	nara	totsukawa
294501	奈良県	下北山村	村	ナラケン	シモキタヤマムラ	nara	shimokitayama
294519	奈良県	上北山村	村	ナラケン	カミキタヤマムラ	nara	kamikitayama
294527	奈良県	川上村	村	ナラケン	カワカミムラ	nara	kawakami
294535	奈良県	東吉野村	村	ナラケン	ヒガシヨシノムラ	nara	higashiyoshino
302015	和歌山県	和歌山市	市	ワカヤマケン	ワカヤマシ	wakayama	wakayama
302023	和歌山県	海南市	市	ワカヤマケン	カイナンシ	wakayama	kainan
302031	和歌山県	橋本市	市	ワカヤマケン	ハシモトシ	wakayama	hashimoto
302040	和歌山県	有田市	市	ワカヤマケン	アリダシ	wakayama	arida
302058	和歌山県	御坊市	市	ワカヤマケン	ゴボウシ	wakayama	gobo
302066	和歌山県	田辺市	市	ワカヤマケン	タナベシ	wakayama	tanabe
302074	和歌山県	新宮市	市	ワカヤマケン	シングウシ	wakayama	shinguu
302082	和歌山県	紀の川市	市	ワカヤマケン	キノカワシ	wakayama	kinokawa
302091	和歌山県	岩出市	市	ワカヤマケン	イワデシ	wakayama	iwade
303046	和歌山県	紀美野町	町	ワカヤマケン	キミノチョウ	wakayama	kimino
