code	prefecture	municipality	type	pref_kana	muni_kana	pref_romaji	muni_romaji
303411	和歌山県	かつらぎ町	町	ワカヤマケン	カツラギチョウ	wakayama	katsuragi
303437	和歌山県	九度山町	町	ワカヤマケン	クドヤマチョウ	wakayama	kudoyama
303445	和歌山県	高野町	町	ワカヤマケン	コウヤチョウ	wakayama	koya
303615	和歌山県	湯浅町	町	ワカヤマケン	ユアサチョウ	wakayama	yuasa
303623	和歌山県	広川町	町	ワカヤマケン	ヒロガワチョウ	wakayama	hirogawa
303666	和歌山県	有田川町	町	ワカヤマケン	アリダガワチョウ	wakayama	aridagawa
303810	和歌山県	美浜町	町	ワカヤマケン	ミハマチョウ	wakayama	mihama
303828	和歌山県	日高町	町	ワカヤマケン	ヒダカチョウ	wakayama	hidaka
303836	和歌山県	由良町	町	ワカヤマケン	ユラチョウ	wakayama	yura
303909	和歌山県	印南町	町	ワカヤマケン	イナミチョウ	wakayama	inami
303917	和歌山県	みなべ町	町	ワカヤマケン	ミナベチョウ	wakayama	minabe
303925	和歌山県	日高川町	町	ワカヤマケン	ヒダカガワチョウ	wakayama	hidakagawa
304018	和歌山県	白浜町	町	ワカヤマケン	シラハマチョウ	wakayama	shirahama
304042	和歌山県	上富田町	町	ワカヤマケン	カミトンダチョウ	wakayama	kamitonda
304069	和歌山県	すさみ町	町	ワカヤマケン	スサミチョウ	wakayama	susami
304212	和歌山県	那智勝浦町	町	ワカヤマケン	ナチカツウラチョウ	wakayama	nachikatsuura
304221	和歌山県	太地町	町	ワカヤマケン	タイジチョウ	wakayama	taiji
304247	和歌山県	古座川町	町	ワカヤマケン	コザガワチョウ	wakayama	kozagawa
304271	和歌山県	北山村	村	ワカヤマケン	キタヤマムラ	wakayama	kitayama
304280	和歌山県	串本町	町	ワカヤマケン	クシモトチョウ	wakayama	kushimoto
312011	鳥取県	鳥取市	市	トットリケン	トットリシ	rri	tottori
312029	鳥取県	米子市	市	トットリケン	ヨナゴシ	rri	yonago
312037	鳥取県	倉吉市	市	トットリケン	クラヨシシ	rri	kurayoshi
312045	鳥取県	境港市	市	トットリケン	サカイミナトシ	rri	sakaiminato
313025	鳥取県	岩美町	町	トットリケン	イワミチョウ	rri	iwami
313254	鳥取県	若桜町	町	トットリケン	ワカサチョウ	rri	wakasa
313289	鳥取県	智頭町	町	トットリケン	チヅチョウ	rri	chizu
313297	鳥取県	八頭町	町	トットリケン	ヤズチョウ	rri	yazu
313645	鳥取県	三朝町	町	トットリケン	ミササチョウ	rri	misasa
313700	鳥取県	湯梨浜町	町	トットリケン	ユリハマチョウ	rri	yurihama
313718	鳥取県	琴浦町	町	トットリケン	コトウラチョウ	rri	kotora
313726	鳥取県	北栄町	町	トットリケン	ホクエイチョウ	rri	hokuei
313840	鳥取県	日吉津村	村	トットリケン	ヒエヅソン	rri	hiezu
313866	鳥取県	大山町	町	トットリケン	ダイセンチョウ	rri	daisen
313891	鳥取県	南部町	町	トットリケン	ナンブチョウ	rri	nambu
313904	鳥取県	伯耆町	町	トットリケン	ホウキチョウ	rri	hoki
314013	鳥取県	日南町	町	トットリケン	ニチナンチョウ	rri	nichinan
314021	鳥取県	日野町	町	トットリケン	ヒノチョウ	rri	hino
314030	鳥取県	江府町	町	トットリケン	コウフチョウ	rri	kofu
322016	島根県	松江市	市	シマネケン	マツエシ	shimane	matsue
322024	島根県	浜田市	市	シマネケン	ハマダシ	shimane	hamada
322032	島根県	出雲市	市	シマネケン	イズモシ	shimane	izumo
322041	島根県	益田市	市	シマネケン	マスダシ	shimane	masuda
322059	島根県	大田市	市	シマネケン	オオダシ	shimane	oda
322067	島根県	安来市	市	シマネケン	ヤスギシ	shimane	yasugi
322075	島根県	江津市	市	シマネケン	ゴウツシ	shimane	gotsu
322091	島根県	雲南市	市	シマネケン	ウンナンシ	shimane	unnan
323438	島根県	奥出雲町	町	シマネケン	オクイズモチョウ	shimane	okuizumo
323861	島根県	飯南町	町	シマネケン	イイナンチョウ	shimane	iinan
324418	島根県	川本町	町	シマネケン	カワモトマチ	shimane	kawamoto
324485	島根県	美郷町	町	シマネケン	ミサトチョウ	shimane	misato
324493	島根県	邑南町	町	シマネケン	オオナンチョウ	shimane	onan
325015	島根県	津和野町	町	シマネケン	ツワノチョウ	shimane	tsuwano
325058	島根県	吉賀町	町	シマネケン	ヨシカチョウ	shimane	yoshika
325252	島根県	海士町	町	シマネケン	アマチョウ	shimane	ama
325261	島根県	西ノ島町	町	シマネケン	ニシノシマチョウ	shimane	nishinoshima
325279	島根県	知夫村	村	シマネケン	チブムラ	shimane	chibu
325287	島根県	隠岐の島町	町	シマネケン	オキノシマチョウ	shimane	okinoshima
331007	岡山県	岡山市	市	オカヤマケン	オカヤマシ	okayama	okayama
332020	岡山県	倉敷市	市	オカヤマケン	クラシキシ	okayama	kurashiki
332038	岡山県	津山市	市	オカヤマケン	ツヤマシ	okayama	tsuyama
332046	岡山県	玉野市	市	オカヤマケン	タマノシ	okayama	tamano
332054	岡山県	笠岡市	市	オカヤマケン	カサオカシ	okayama	kasaoka
332071	岡山県	井原市	市	オカヤマケン	イバラシ	okayama	ibara
332089	岡山県	総社市	市	オカヤマケン	ソウジヤシ	okayama	sojiya
332097	岡山県	高梁市	市	オカヤマケン	タカハシシ	okayama	takahashi
332101	岡山県	新見市	市	オカヤマケン	ニイミシ	okayama	niimi
332119	岡山県	備前市	市	オカヤマケン	ビゼンシ	okayama	bizen
332127	岡山県	瀬戸内市	市	オカヤマケン	セトウチシ	okayama	setochi
332135	岡山県	赤磐市	市	オカヤマケン	アカイワシ	okayama	akaiwa
332143	岡山県	真庭市	市	オカヤマケン	マニワシ	okayama	maniwa
332151	岡山県	美作市	市	オカヤマケン	ミマサカシ	okayama	mimasaka
332160	岡山県	浅口市	市	オカヤマケン	アサクチシ	okayama	asakuchi
333468	岡山県	和気町	町	オカヤマケン	ワケチョウ	okayama	wake
334235	岡山県	早島町	町	オカヤマケン	ハヤシマチョウ	okayama	hayashima
334456	岡山県	里庄町	町	オカヤマケン	サトショウチョウ	okayama	satosho
334618	岡山県	矢掛町	町	オカヤマケン	ヤカゲチョウ	okayama	yakage
335860	岡山県	新庄村	村	オカヤマケン	シンジヨウソン	okayama	shinjiyo
336068	岡山県	鏡野町	町	オカヤマケン	カガミノチョウ	okayama	kagamino
336220	岡山県	勝央町	町	オカヤマケン	ショウオウチョウ	okayama	shoo
336238	岡山県	奈義町	町	オカヤマケン	ナギチョウ	okayama	nagi
336432	岡山県	西粟倉村	村	オカヤマケン	ニシアワクラソン	okayama	nishiawakura
336637	岡山県	久米南町	町	オカヤマケン	クメナンチョウ	okayama	kumenan
336661	岡山県	美咲町	町	オカヤマケン	ミサキチョウ	okayama	misaki
336815	岡山県	吉備中央町	町	オカヤマケン	キビチュウオウチョウ	okayama	kibichuo
341002	広島県	広島市	市	ヒロシマケン	ヒロシマシ	hiroshima	hiroshima
342025	広島県	呉市	市	ヒロシマケン	クレシ	hiroshima	kure
342033	広島県	竹原市	市	ヒロシマケン	タケハラシ	hiroshima	takehara
342041	広島県	三原市	市	ヒロシマケン	ミハラシ	hiroshima	mihara
342050	広島県	尾道市	市	ヒロシマケン	オノミチシ	hiroshima	onomichi
342076	広島県	福山市	市	ヒロシマケン	フクヤマシ	hiroshima	fukuyama
342084	広島県	府中市	市	ヒロシマケン	フチュウシ	hiroshima	fuchu
342092	広島県	三次市	市	ヒロシマケン	ミヨシシ	hiroshima	miyoshi
342106	広島県	庄原市	市	ヒロシマケン	ショウバラシ	hiroshima	shobara
342114	広島県	大竹市	市	ヒロシマケン	オオタケシ	hiroshima	otake
342122	広島県	東広島市	市	ヒロシマケン	ヒガシヒロシマシ	hiroshima	higashihiroshima
342131	広島県	廿日市市	市	ヒロシマケン	ハツカイチシ	hiroshima	hatsukaichi
342149	広島県	安芸高田市	市	ヒロシマケン	アキタカタシ	hiroshima	akitakata
342157	広島県	江田島市	市	ヒロシマケン	エタジマシ	hiroshima	etajima
343021	広島県	府中町	町	ヒロシマケン	フチュウチョウ	hiroshima	fuchu
343048	広島県	海田町	町	ヒロシマケン	カイタチョウ	hiroshima	kaita
343072	広島県	熊野町	町	ヒロシマケン	クマノチョウ	hiroshima	kumano
343099	広島県	坂町	町	ヒロシマケン	サカチョウ	hiroshima	saka
343684	広島県	安芸太田町	町	ヒロシマケン	アキオオタチョウ	hiroshima	akiota
343692	広島県	北広島町	町	ヒロシマケン	キタヒロシマチョウ	hiroshima	kitahiroshima
344311	広島県	大崎上島町	町	ヒロシマケン	オオサキカミジマチョウ	hiroshima	osakikamijima
344621	広島県	世羅町	町	ヒロシマケン	セラチョウ	hiroshima	sera
345458	広島県	神石高原町	町	ヒロシマケン	ジンセキコウゲンチョウ	hiroshima	jinsekikogen
352012	山口県	下関市	市	ヤマグチケン	シモノセキシ	yamaguchi	shimonoseki
352021	山口県	宇部市	市	ヤマグチケン	ウベシ	yamaguchi	ube
352039	山口県	山口市	市	ヤマグチケン	ヤマグチシ	yamaguchi	yamaguchi
352047	山口県	萩市	市	ヤマグチケン	ハギシ	yamaguchi	hagi
352063	山口県	防府市	市	ヤマグチケン	ホウフシ	yamaguchi	hofu
352071	山口県	下松市	市	ヤマグチケン	クダマツシ	yamaguchi	kudamatsu
352080	山口県	岩国市	市	ヤマグチケン	イワクニシ	yamaguchi	iwakuni
352101	山口県	光市	市	ヤマグチケン	ヒカリシ	yamaguchi	hikari
352110	山口県	長門市	市	ヤマグチケン	ナガトシ	yamaguchi	nagato
352128	山口県	柳井市	市	ヤマグチケン	ヤナイシ	yamaguchi	yanai
352136	山口県	美祢市	市	ヤマグチケン	ミネシ	yamaguchi	mine
352152	山口県	周南市	市	ヤマグチケン	シュウナンシ	yamaguchi	shunan
352161	山口県	山陽小野田市	市	ヤマグチケン	サンヨウオノダシ	yamaguchi	sanyoonoda
353051	山口県	周防大島町	町	ヤマグチケン	スオウオオシマチョウ	yamaguchi	suooshima
353213	山口県	和木町	町	ヤマグチケン	ワキチョウ	yamaguchi	waki
353418	山口県	上関町	町	ヤマグチケン	カミノセキチョウ	yamaguchi	kaminoseki
353434	山口県	田布施町	町	ヤマグチケン	タブセチョウ	yamaguchi	tabuse
353442	山口県	平生町	町	ヤマグチケン	ヒラオチョウ	yamaguchi	hirao
355020	山口県	阿武町	町	ヤマグチケン	アブチョウ	yamaguchi	abu
362018	徳島県	徳島市	市	トクシマケン	トクシマシ	kushima	tokushima
362026	徳島県	鳴門市	市	トクシマケン	ナルトシ	kushima	naruto
362034	徳島県	小松島市	市	トクシマケン	コマツシマシ	kushima	komatsushima
362042	徳島県	阿南市	市	トクシマケン	アナンシ	kushima	anan
362051	徳島県	吉野川市	市	トクシマケン	ヨシノガワシ	kushima	yoshinogawa
362069	徳島県	阿波市	市	トクシマケン	アワシ	kushima	awa
362077	徳島県	美馬市	市	トクシマケン	ミマシ	kushima	mima
362085	徳島県	三好市	市	トクシマケン	ミヨシシ	kushima	miyoshi
363014	徳島県	勝浦町	町	トクシマケン	カツウラチョウ	kushima	katsuura
363022	徳島県	上勝町	町	トクシマケン	カミカツチョウ	kushima	kamikatsu
363219	徳島県	佐那河内村	村	トクシマケン	サナゴウチソン	kushima	sanagochi
363413	徳島県	石井町	町	トクシマケン	イシイチョウ	kushima	ishii
363421	徳島県	神山町	町	トクシマケン	カミヤマチョウ	kushima	kamiyama
363685	徳島県	那賀町	町	トクシマケン	ナカチョウ	kushima	naka
363839	徳島県	牟岐町	町	トクシマケン	ムギチョウ	kushima	mugi
363871	徳島県	美波町	町	トクシマケン	ミナミチョウ	kushima	minami
363880	徳島県	海陽町	町	トクシマケン	カイヨウチョウ	kushima	kaiyo
364011	徳島県	松茂町	町	トクシマケン	マツシゲチョウ	kushima	matsushige
364029	徳島県	北島町	町	トクシマケン	キタジマチョウ	kushima	kitajima
364037	徳島県	藍住町	町	トクシマケン	アイズミチョウ	kushima	aizumi
364045	徳島県	板野町	町	トクシマケン	イタノチョウ	kushima	itano
364053	徳島県	上板町	町	トクシマケン	カミイタチョウ	kushima	kamiita
364681	徳島県	つるぎ町	町	トクシマケン	ツルギチョウ	kushima	tsurugi
364894	徳島県	東みよし町	町	トクシマケン	ヒガシミヨシチョウ	kushima	higashimiyoshi
372013	香川県	高松市	市	カガワケン	タカマツシ	kagawa	takamatsu
372021	香川県	丸亀市	市	カガワケン	マルガメシ	kagawa	marugame
372030	香川県	坂出市	市	カガワケン	サカイデシ	kagawa	sakaide
372048	香川県	善通寺市	市	カガワケン	ゼンツウジシ	kagawa	zentsuuji
372056	香川県	観音寺市	市	カガワケン	カンオンジシ	kagawa	kanonji
372064	香川県	さぬき市	市	カガワケン	サヌキシ	kagawa	sanuki
372072	香川県	東かがわ市	市	カガワケン	ヒガシカガワシ	kagawa	higashikagawa
372081	香川県	三豊市	市	カガワケン	ミトヨシ	kagawa	mitoyo
373222	香川県	土庄町	町	カガワケン	トノショウチョウ	kagawa	tonosho
373249	香川県	小豆島町	町	カガワケン	ショウドシマチョウ	kagawa	shodoshima
373419	香川県	三木町	町	カガワケン	ミキチョウ	kagawa	miki
373648	香川県	直島町	町	カガワケン	ナオシマチョウ	kagawa	naoshima
373869	香川県	宇多津町	町	カガワケン	ウタヅチョウ	kagawa	utazu
373877	香川県	綾川町	町	カガワケン	アヤガワチョウ	kagawa	ayagawa
374032	香川県	琴平町	町	カガワケン	コトヒラチョウ	kagawa	kotohira
374041	香川県	多度津町	町	カガワケン	タドツチョウ	kagawa	tadotsu
374067	香川県	まんのう町	町	カガワケン	マンノウチョウ	kagawa	manno
382019	愛媛県	松山市	市	エヒメケン	マツヤマシ	ehime	matsuyama
382027	愛媛県	今治市	市	エヒメケン	イマバリシ	ehime	imabari
382035	愛媛県	宇和島市	市	エヒメケン	ウワジマシ	ehime	uwajima
382043	愛媛県	八幡浜市	市	エヒメケン	ヤワタハマシ	ehime	yawatahama
382051	愛媛県	新居浜市	市	エヒメケン	ニイハマシ	ehime	niihama
382060	愛媛県	西条市	市	エヒメケン	サイジョウシ	ehime	saijo
382078	愛媛県	大洲市	市	エヒメケン	オオズシ	ehime	ozu
382108	愛媛県	伊予市	市	エヒメケン	イヨシ	ehime	iyo
382132	愛媛県	四国中央市	市	エヒメケン	シコクチュウオウシ	ehime	shikokuchuo
382141	愛媛県	西予市	市	エヒメケン	セイヨシ	ehime	seiyo
382159	愛媛県	東温市	市	エヒメケン	トウオンシ	ehime	toon
383562	愛媛県	上島町	町	エヒメケン	カミジマチョウ	ehime	kamijima
383864	愛媛県	久万高原町	町	エヒメケン	クマコウゲンチョウ	ehime	kumakogen
384011	愛媛県	松前町	町	エヒメケン	マサキチョウ	ehime	masaki
384020	愛媛県	砥部町	町	エヒメケン	トベチョウ	ehime	tobe
384224	愛媛県	内子町	町	エヒメケン	ウチコチョウ	ehime	uchiko
384429	愛媛県	伊方町	町	エヒメケン	イカタチョウ	ehime	ikata
384844	愛媛県	松野町	町	エヒメケン	マツノチョウ	ehime	matsuno
384887	愛媛県	鬼北町	町	エヒメケン	キホクチョウ	ehime	kihoku
385069	愛媛県	愛南町	町	エヒメケン	アイナンチョウ	ehime	ainan
392014	高知県	高知市	市	コウチケン	コウチシ	kochi	kochi
392022	高知県	室戸市	市	コウチケン	ムロトシ	kochi	muroto
392031	高知県	安芸市	市	コウチケン	アキシ	kochi	aki
392049	高知県	南国市	市	コウチケン	ナンコクシ	kochi	nankoku
392057	高知県	土佐市	市	コウチケン	トサシ	kochi	tosa
392065	高知県	須崎市	市	コウチケン	スサキシ	kochi	susaki
392081	高知県	宿毛市	市	コウチケン	スクモシ	kochi	sukumo
392090	高知県	土佐清水市	市	コウチケン	トサシミズシ	kochi	tosashimizu
392103	高知県	四万十市	市	コウチケン	シマントシ	kochi	shimanto
392111	高知県	香南市	市	コウチケン	コウナンシ	kochi	konan
392120	高知県	香美市	市	コウチケン	カミシ	kochi	kami
393011	高知県	東洋町	町	コウチケン	トウヨウチョウ	kochi	toyo
393029	高知県	奈半利町	町	コウチケン	ナハリチョウ	kochi	nahari
393037	高知県	田野町	町	コウチケン	タノチョウ	kochi	tano
393045	高知県	安田町	町	コウチケン	ヤスダチョウ	kochi	yasuda
393053	高知県	北川村	村	コウチケン	キタガワムラ	kochi	kitagawa
393061	高知県	馬路村	村	コウチケン	ウマジムラ	kochi	umaji
393070	高知県	芸西村	村	コウチケン	ゲイセイムラ	kochi	geisei
393410	高知県	本山町	町	コウチケン	モトヤマチョウ	kochi	motoyama
393444	高知県	大豊町	町	コウチケン	オオトヨチョウ	kochi	otoyo
393631	高知県	土佐町	町	コウチケン	トサチョウ	kochi	tosa
393649	高知県	大川村	村	コウチケン	オオカワムラ	kochi	okawa
393860	高知県	いの町	町	コウチケン	イノチョウ	kochi	ino
393878	高知県	仁淀川町	町	コウチケン	ニヨドガワチョウ	kochi	niyodogawa
394017	高知県	中土佐町	町	コウチケン	ナカトサチョウ	kochi	nakatosa
394025	高知県	佐川町	町	コウチケン	サカワチョウ	kochi	sakawa
394033	高知県	越知町	町	コウチケン	オチチョウ	kochi	ochi
394050	高知県	梼原町	町	コウチケン	ユスハラチョウ	kochi	yusuhara
394106	高知県	日高村	村	コウチケン	ヒダカムラ	kochi	hidaka
394114	高知県	津野町	町	コウチケン	ツノチョウ	kochi	tsuno
394122	高知県	四万十町	町	コウチケン	シマントチョウ	kochi	shimanto
394246	高知県	大月町	町	コウチケン	オオツキチョウ	kochi	otsuki
394271	高知県	三原村	村	コウチケン	ミハラムラ	kochi	mihara
394289	高知県	黒潮町	町	コウチケン	クロシオチョウ	kochi	kuroshio
401005	福岡県	北九州市	市	フクオカケン	キタキュウシュウシ	kuoka	kitakyushu
401307	福岡県	福岡市	市	フクオカケン	フクオカシ	kuoka	fukuoka
402028	福岡県	大牟田市	市	フクオカケン	オオムタシ	kuoka	omuta
402036	福岡県	久留米市	市	フクオカケン	クルメシ	kuoka	kurume
402044	福岡県	直方市	市	フクオカケン	ノオガタシ	kuoka	noogata
402052	福岡県	飯塚市	市	フクオカケン	イイヅカシ	kuoka	iizuka
402061	福岡県	田川市	市	フクオカケン	タガワシ	kuoka	tagawa
402079	福岡県	柳川市	市	フクオカケン	ヤナガワシ	kuoka	yanagawa
402109	福岡県	八女市	市	フクオカケン	ヤメシ	kuoka	yame
402117	福岡県	筑後市	市	フクオカケン	チクゴシ	kuoka	chikugo
402125	福岡県	大川市	市	フクオカケン	オオカワシ	kuoka	okawa
402133	福岡県	行橋市	市	フクオカケン	ユクハシシ	kuoka	yukuhashi
402141	福岡県	豊前市	市	フクオカケン	ブゼンシ	kuoka	buzen
402150	福岡県	中間市	市	フクオカケン	ナカマシ	kuoka	nakama
402168	福岡県	小郡市	市	フクオカケン	オゴオリシ	kuoka	ogoori
402176	福岡県	筑紫野市	市	フクオカケン	チクシノシ	kuoka	chikushino
402184	福岡県	春日市	市	フクオカケン	カスガシ	kuoka	kasuga
402192	福岡県	大野城市	市	フクオカケン	オオノジョウシ	kuoka	onojo
402206	福岡県	宗像市	市	フクオカケン	ムナカタシ	kuoka	munakata
402214	福岡県	太宰府市	市	フクオカケン	ダザイフシ	kuoka	dazaifu
402231	福岡県	古賀市	市	フクオカケン	コガシ	kuoka	koga
402249	福岡県	福津市	市	フクオカケン	フクツシ	kuoka	fukutsu
402257	福岡県	うきは市	市	フクオカケン	ウキハシ	kuoka	ukiha
402265	福岡県	宮若市	市	フクオカケン	ミヤワカシ	kuoka	miyawaka
402273	福岡県	嘉麻市	市	フクオカケン	カマシ	kuoka	kama
402281	福岡県	朝倉市	市	フクオカケン	アサクラシ	kuoka	asakura
402290	福岡県	みやま市	市	フクオカケン	ミヤマシ	kuoka	miyama
402303	福岡県	糸島市	市	フクオカケン	イトシマシ	kuoka	itoshima
402311	福岡県フクオカケン	那珂川市ナカガワシ	?	フクオカケン	ナカガワシ	kuoka	nakagawa
403415	福岡県	宇美町	町	フクオカケン	ウミマチ	kuoka	umi
403423	福岡県	篠栗町	町	フクオカケン	ササグリマチ	kuoka	sasaguri
403431	福岡県	志免町	町	フクオカケン	シメマチ	kuoka	shime
403440	福岡県	須恵町	町	フクオカケン	スエマチ	kuoka	sue
403458	福岡県	新宮町	町	フクオカケン	シングウマチ	kuoka	shinguu
403482	福岡県	久山町	町	フクオカケン	ヒサヤママチ	kuoka	hisayama
403491	福岡県	粕屋町	町	フクオカケン	カスヤマチ	kuoka	kasuya
403814	福岡県	芦屋町	町	フクオカケン	アシヤマチ	kuoka	ashiya
403822	福岡県	水巻町	町	フクオカケン	ミズマキマチ	kuoka	mizumaki
403831	福岡県	岡垣町	町	フクオカケン	オカガキマチ	kuoka	okagaki
403849	福岡県	遠賀町	町	フクオカケン	オンガチョウ	kuoka	onga
404012	福岡県	小竹町	町	フクオカケン	コタケマチ	kuoka	kotake
404021	福岡県	鞍手町	町	フクオカケン	クラテマチ	kuoka	kurate
404217	福岡県	桂川町	町	フクオカケン	ケイセンマチ	kuoka	keisen
404471	福岡県	筑前町	町	フクオカケン	チクゼンマチ	kuoka	chikuzen
404489	福岡県	東峰村	村	フクオカケン	トウホウムラ	kuoka	toho
405035	福岡県	大刀洗町	町	フクオカケン	タチアライマチ	kuoka	tachiarai
405221	福岡県	大木町	町	フクオカケン	オオキマチ	kuoka	oki
405442	福岡県	広川町	町	フクオカケン	ヒロカワマチ	kuoka	hirokawa
406015	福岡県	香春町	町	フクオカケン	カワラマチ	kuoka	kawara
406023	福岡県	添田町	町	フクオカケン	ソエダマチ	kuoka	soeda
406040	福岡県	糸田町	町	フクオカケン	イトダマチ	kuoka	itoda
406058	福岡県	川崎町	町	フクオカケン	カワサキマチ	kuoka	kawasaki
406082	福岡県	大任町	町	フクオカケン	オオトウマチ	kuoka	oto
406091	福岡県	赤村	村	フクオカケン	アカムラ	kuoka	aka
406104	福岡県	福智町	町	フクオカケン	フクチマチ	kuoka	fukuchi
406210	福岡県	苅田町	町	フクオカケン	カンダマチ	kuoka	kanda
406252	福岡県	みやこ町	町	フクオカケン	ミヤコマチ	kuoka	miyako
406422	福岡県	吉富町	町	フクオカケン	ヨシトミマチ	kuoka	yoshitomi
406465	福岡県	上毛町	町	フクオカケン	コウゲマチ	kuoka	koge
406473	福岡県	築上町	町	フクオカケン	チクジョウマチ	kuoka	chikujo
412015	佐賀県	佐賀市	市	サガケン	サガシ	saga	saga
412023	佐賀県	唐津市	市	サガケン	カラツシ	saga	karatsu
412031	佐賀県	鳥栖市	市	サガケン	トスシ	saga	tosu
412040	佐賀県	多久市	市	サガケン	タクシ	saga	taku
412058	佐賀県	伊万里市	市	サガケン	イマリシ	saga	imari
412066	佐賀県	武雄市	市	サガケン	タケオシ	saga	takeo
412074	佐賀県	鹿島市	市	サガケン	カシマシ	saga	kashima
412082	佐賀県	小城市	市	サガケン	オギシ	saga	ogi
412091	佐賀県	嬉野市	市	サガケン	ウレシノシ	saga	ureshino
412104	佐賀県	神埼市	市	サガケン	カンザキシ	saga	kanzaki
413275	佐賀県	吉野ヶ里町	町	サガケン	ヨシノガリチョウ	saga	yoshinogari
413411	佐賀県	基山町	町	サガケン	キヤマチョウ	saga	kiyama
413453	佐賀県	上峰町	町	サガケン	カミミネチョウ	saga	kamimine
413461	佐賀県	みやき町	町	サガケン	ミヤキチョウ	saga	miyaki
413879	佐賀県	玄海町	町	サガケン	ゲンカイチョウ	saga	genkai
414018	佐賀県	有田町	町	サガケン	アリタチョウ	saga	arita
414239	佐賀県	大町町	町	サガケン	オオマチチョウ	saga	omachi
414247	佐賀県	江北町	町	サガケン	コウホクマチ	saga	kohoku
414255	佐賀県	白石町	町	サガケン	シロイシチョウ	saga	shiroishi
414417	佐賀県	太良町	町	サガケン	タラチョウ	saga	tara
422011	長崎県	長崎市	市	ナガサキケン	ナガサキシ	nagasaki	nagasaki
422029	長崎県	佐世保市	市	ナガサキケン	サセボシ	nagasaki	sasebo
422037	長崎県	島原市	市	ナガサキケン	シマバラシ	nagasaki	shimabara
422045	長崎県	諫早市	市	ナガサキケン	イサハヤシ	nagasaki	isahaya
422053	長崎県	大村市	市	ナガサキケン	オオムラシ	nagasaki	omura
422070	長崎県	平戸市	市	ナガサキケン	ヒラドシ	nagasaki	hirado
422088	長崎県	松浦市	市	ナガサキケン	マツウラシ	nagasaki	matsuura
422096	長崎県	対馬市	市	ナガサキケン	ツシマシ	nagasaki	tsushima
422100	長崎県	壱岐市	市	ナガサキケン	イキシ	nagasaki	iki
422118	長崎県	五島市	市	ナガサキケン	ゴトウシ	nagasaki	goto
422126	長崎県	西海市	市	ナガサキケン	サイカイシ	nagasaki	saikai
422134	長崎県	雲仙市	市	ナガサキケン	ウンゼンシ	nagasaki	unzen
422142	長崎県	南島原市	市	ナガサキケン	ミナミシマバラシ	nagasaki	minamishimabara
423076	長崎県	長与町	町	ナガサキケン	ナガヨチョウ	nagasaki	nagayo
423084	長崎県	時津町	町	ナガサキケン	トギツチョウ	nagasaki	togitsu
423211	長崎県	東彼杵町	町	ナガサキケン	ヒガシソノギチョウ	nagasaki	higashisonogi
423220	長崎県	川棚町	町	ナガサキケン	カワタナチョウ	nagasaki	kawatana
423238	長崎県	波佐見町	町	ナガサキケン	ハサミチョウ	nagasaki	hasami
423831	長崎県	小値賀町	町	ナガサキケン	オヂカチョウ	nagasaki	ojika
423912	長崎県	佐々町	町	ナガサキケン	サザチョウ	nagasaki	saza
424111	長崎県	新上五島町	町	ナガサキケン	シンカミゴトウチョウ	nagasaki	shinkamigoto
431001	熊本県	熊本市	市	クマモトケン	クマモトシ	kumamo	kumamoto
432024	熊本県	八代市	市	クマモトケン	ヤツシロシ	kumamo	yatsushiro
432032	熊本県	人吉市	市	クマモトケン	ヒトヨシシ	kumamo	hitoyoshi
432041	熊本県	荒尾市	市	クマモトケン	アラオシ	kumamo	arao
432059	熊本県	水俣市	市	クマモトケン	ミナマタシ	kumamo	minamata
432067	熊本県	玉名市	市	クマモトケン	タマナシ	kumamo	tamana
432083	熊本県	山鹿市	市	クマモトケン	ヤマガシ	kumamo	yamaga
432105	熊本県	菊池市	市	クマモトケン	キクチシ	kumamo	kikuchi
432113	熊本県	宇土市	市	クマモトケン	ウトシ	kumamo	uto
432121	熊本県	上天草市	市	クマモトケン	カミアマクサシ	kumamo	kamiamakusa
432130	熊本県	宇城市	市	クマモトケン	ウキシ	kumamo	uki
432148	熊本県	阿蘇市	市	クマモトケン	アソシ	kumamo	aso
432156	熊本県	天草市	市	クマモトケン	アマクサシ	kumamo	amakusa
432164	熊本県	合志市	市	クマモトケン	コウシシ	kumamo	koshi
433489	熊本県	美里町	町	クマモトケン	ミサトマチ	kumamo	misato
433641	熊本県	玉東町	町	クマモトケン	ギョクトウマチ	kumamo	gyokuto
433675	熊本県	南関町	町	クマモトケン	ナンカンマチ	kumamo	nankan
433683	熊本県	長洲町	町	クマモトケン	ナガスマチ	kumamo	nagasu
433691	熊本県	和水町	町	クマモトケン	ナゴミマチ	kumamo	nagomi
434035	熊本県	大津町	町	クマモトケン	オオヅマチ	kumamo	ozu
434043	熊本県	菊陽町	町	クマモトケン	キクヨウマチ	kumamo	kikuyo
434230	熊本県	南小国町	町	クマモトケン	ミナミオグニマチ	kumamo	minamioguni
434248	熊本県	小国町	町	クマモトケン	オグニマチ	kumamo	oguni
434256	熊本県	産山村	村	クマモトケン	ウブヤマムラ	kumamo	ubuyama
434281	熊本県	高森町	町	クマモトケン	タカモリマチ	kumamo	takamori
434329	熊本県	西原村	村	クマモトケン	ニシハラムラ	kumamo	nishihara
434337	熊本県	南阿蘇村	村	クマモトケン	ミナミアソムラ	kumamo	minamiaso
434418	熊本県	御船町	町	クマモトケン	ミフネマチ	kumamo	mifune
